Gen	lnL	lnP	TL	Insertion	Deletion	R[1-1]	R[1-2]	R[1-3]	R[1-4]	R[1-5]	R[1-6]	R[1-7]	R[1-8]	R[1-9]	R[1-10]	R[1-11]	R[1-12]	R[1-13]	R[2-2]	R[2-3]	R[2-4]	R[2-5]	R[2-6]	R[2-7]	R[2-8]	R[2-9]	R[2-10]	R[2-11]	R[2-12]	R[2-13]	R[3-3]	R[3-4]	R[3-5]	R[3-6]	R[3-7]	R[3-8]	R[3-9]	R[3-10]	R[3-11]	R[3-12]	R[3-13]	R[4-4]	R[4-5]	R[4-6]	R[4-7]	R[4-8]	R[4-9]	R[4-10]	R[4-11]	R[4-12]	R[4-13]	R[5-5]	R[5-6]	R[5-7]	R[5-8]	R[5-9]	R[5-10]	R[5-11]	R[5-12]	R[5-13]	R[6-6]	R[6-7]	R[6-8]	R[6-9]	R[6-10]	R[6-11]	R[6-12]	R[6-13]	R[7-7]	R[7-8]	R[7-9]	R[7-10]	R[7-11]	R[7-12]	R[7-13]	R[8-9]	R[8-10]	R[8-11]	R[8-12]	R[8-13]	R[9-9]	R[9-10]	R[9-11]	R[9-12]	R[9-13]	R[10-10]	R[10-11]	R[10-12]	R[10-13]	R[11-12]	R[11-13]	R[12-12]	R[12-13]	R[13-13]	F[0]	F[1]	F[2]	F[3]	F[4]	F[5]	F[6]	F[7]	F[8]	F[9]	F[10]	F[11]	F[12]	F[13]	F[14]	F[15]	F[16]	F[17]	F[18]	F[19]	F[20]	F[21]	F[22]	F[23]	F[24]	F[25]	F[26]	F[27]	F[28]	F[29]	F[30]	F[31]	F[32]	F[33]	F[34]	F[35]	F[36]	F[37]	F[38]	F[39]	F[40]	F[41]	F[42]	F[43]	F[44]	F[45]	F[46]	F[47]	F[48]	F[49]	F[50]	F[51]	F[52]	F[53]	F[54]	F[55]	F[56]	F[57]	F[58]	F[59]	F[60]	F[61]	F[62]	F[63]	F[64]	F[65]	F[66]	F[67]	F[68]	F[69]	F[70]	F[71]	F[72]	F[73]	F[74]	F[75]	F[76]	F[77]	F[78]	F[79]	F[80]	F[81]	F[82]	F[83]	F[84]	
2600	-31962.2	-385.399	5.1851	0.13691	0.161853	0.0057395	0.000618729	0.000225359	0.000617659	0.00080951	0.00891563	0.000637085	0.000734019	0.000620405	0.000743961	0.000753538	0.000612582	0.00096964	0.00406088	0.000932059	0.001	0.0310661	0.000999979	0.00725937	0.0328672	0.00794241	0.0246729	0.000908623	0.00073412	0.00101046	0.0188275	0.000951214	0.000924372	0.00101007	0.000730489	0.000869051	0.000927445	0.000979242	0.00363629	0.00330481	0.000908316	0.00837498	0.00699638	0.0013876	0.000910247	0.0241564	0.00316224	0.0134867	0.00664064	0.00526155	0.00204339	0.0254906	0.000959946	0.000882341	0.00103962	0.00347869	0.0147357	0.00207036	0.0110158	0.00685136	0.00671494	0.000969542	0.000979195	0.000969603	0.00101002	0.000932582	0.00300885	0.000760168	0.0468571	0.0619152	0.0182766	0.0119509	0.00918663	0.00123018	0.0169624	0.00157348	0.00792811	0.0402476	0.0352972	0.00704575	0.0309811	0.00297243	0.00630595	0.0179681	0.0657435	0.0666176	0.00133006	0.0350552	0.0663636	0.061177	0.0211258	0.0150304	0.018016	0.0100322	0.0117587	0.00735201	0.0176492	0.0176492	0.0176492	0.0303225	0.0379429	0.0176492	0.0193025	0.0114765	0.0223718	0.00237793	0.0576139	0.0283313	0.0176492	0.0304056	0.00967201	0.0176492	0.0101143	0.0255356	0.0176492	0.0176492	0.030365	0.0078348	0.0271727	0.0332612	0.0107866	0.00154566	0.0176492	0.00489	0.00132819	0.0327963	0.0157368	0.0104881	0.00586288	0.0286332	0.00815474	0.0216499	0.00133751	0.0178647	0.000999552	0.0104067	0.0142895	0.0176492	0.0176492	0.00192216	0.00101836	0.0139945	0.000985649	0.0136934	0.000999612	0.00105349	0.00292322	0.00503611	0.00144529	0.00153887	0.0141098	0.00100069	0.00338298	0.0159138	0.00100587	0.0176492	0.000985661	0.00196794	0.0142983	0.00103581	0.0051421	0.0106985	0.00189469	0.00307053	0.00146912	0.0131599	0.0173619	0.0093474	0.00482485	0.0136858	0.005168	0.0009846	0.00517731	0.00231832	0.00103559	0.00100078	0.00151465	0.00099829	0.00106495	
2700	-31927.4	-389.704	5.58205	0.13691	0.161853	0.00585737	0.000631435	0.000229986	0.000630343	0.000826134	0.00909872	0.000650167	0.000749093	0.000633145	0.000759239	0.000769013	0.000625161	0.000989552	0.00414428	0.0009512	0.00102054	0.0317041	0.00102051	0.00740845	0.0335421	0.00101222	0.0251796	0.000927282	0.00100003	0.001	0.0192142	0.000970748	0.000943354	0.00103081	0.00074549	0.000886898	0.000946491	0.000999351	0.00371096	0.00337267	0.000926969	0.00854696	0.00714005	0.00141609	0.00092894	0.0246524	0.00322718	0.0137637	0.00677701	0.0053696	0.00208535	0.026014	0.000979659	0.0010209	0.00106097	0.00355013	0.0150383	0.00211288	0.011242	0.00699206	0.00685284	0.000989452	0.000999304	0.000989515	0.00103076	0.000951733	0.00307064	0.00102078	0.0478193	0.0631867	0.0186519	0.0121963	0.00937528	0.00125544	0.0173107	0.0016058	0.00809092	0.0410741	0.036022	0.00719044	0.0316173	0.00303347	0.00643545	0.0183371	0.0670936	0.0539584	0.00135737	0.0357751	0.0677264	0.0624333	0.0215596	0.015339	0.018386	0.0102383	0.0119483	0.00747056	0.0179337	0.0179337	0.0179337	0.0308114	0.0385547	0.0179337	0.0196138	0.0116615	0.0227325	0.00241627	0.0585429	0.0287881	0.0179337	0.0308959	0.00982796	0.0179337	0.0102774	0.0259474	0.0179337	0.0179337	0.0308546	0.00796113	0.0214453	0.0337976	0.0109605	0.00157059	0.0179337	0.00496885	0.0013496	0.0333251	0.0159905	0.0106573	0.00595742	0.0290949	0.00828623	0.021999	0.00135908	0.0181527	0.00101612	0.0105745	0.0145199	0.0179337	0.0179337	0.00195315	0.00103478	0.0142201	0.00100154	0.0139142	0.00101573	0.00107048	0.00297035	0.00511732	0.00146859	0.00156368	0.0143373	0.00101683	0.00343753	0.0161704	0.00102208	0.0179337	0.00100155	0.00199967	0.0145288	0.00105251	0.00522502	0.010871	0.00192524	0.00312004	0.00149281	0.0133721	0.0176418	0.00432422	0.00490265	0.00912111	0.00525133	0.00100048	0.00526079	0.0023557	0.00105229	0.00101692	0.00153908	0.00101439	0.00108213	
2800	-31737.1	-390.038	5.58205	0.13691	0.161853	0.00544928	0.000587443	0.000213963	0.000586427	0.000768577	0.00734438	0.00060487	0.000696903	0.000589033	0.000706343	0.000715435	0.000581606	0.00092061	0.00385554	0.000884929	0.000949434	0.0292892	0.000949415	0.0068923	0.0312052	0.000941694	0.0234253	0.000862678	0.000999089	0.00093033	0.0178755	0.000903115	0.000877631	0.000999126	0.000693552	0.000825107	0.000880548	0.000929726	0.00345242	0.0031377	0.000862387	0.00795149	0.0066426	0.00131743	0.00086422	0.0229349	0.00300234	0.0128047	0.00630486	0.00499549	0.00194007	0.0242016	0.000911406	0.000949774	0.00098705	0.00330279	0.0139906	0.000929087	0.00587276	0.00650492	0.0063754	0.000920517	0.000929682	0.000920575	0.000958943	0.000885425	0.0028567	0.000999086	0.0444878	0.0587844	0.0173524	0.0113466	0.0087221	0.00116798	0.0126598	0.00149392	0.00752722	0.0382124	0.0335124	0.00668948	0.0294145	0.00282213	0.00968211	0.0142385	0.141451	0.0501991	0.0012628	0.0332826	0.0630079	0.0580836	0.0200575	0.0142704	0.017105	0.00952495	0.0123173	0.00770128	0.0184876	0.0184876	0.0184876	0.031763	0.0397454	0.0184876	0.0202195	0.0120217	0.0234346	0.0024909	0.0603509	0.0296772	0.0184876	0.0318501	0.0101315	0.0184876	0.0105948	0.0267488	0.0184876	0.0184876	0.0318075	0.008207	0.0221077	0.0348414	0.0112991	0.00161909	0.0184876	0.00512231	0.00139128	0.0343543	0.0105392	0.0109864	0.00614141	0.0299934	0.00854214	0.0226784	0.00140105	0.0187134	0.00104751	0.010765	0.0149683	0.0184876	0.00861545	0.00201348	0.00106674	0.0146593	0.00100067	0.0143439	0.0010471	0.00110354	0.00306209	0.00527536	0.00151395	0.00161198	0.0147801	0.00104823	0.0035437	0.0166698	0.00105365	0.0184876	0.00103249	0.00206143	0.0149775	0.00108502	0.00538639	0.0112067	0.0019847	0.00169846	0.001	0.00105775	0.0181867	0.00445777	0.00505406	0.00940281	0.00541352	0.00103137	0.00542327	0.00242846	0.00108479	0.00104832	0.00158661	0.00104572	0.00100071	
2900	-31537.8	-385.573	5.15228	0.13691	0.161853	0.00540316	0.00058247	0.000212152	0.000581463	0.000762072	0.00728222	0.00059975	0.000691005	0.000584048	0.000700364	0.00070938	0.000576684	0.000912818	0.00382291	0.000877439	0.000941399	0.0290413	0.000941379	0.00683396	0.0309411	0.000933724	0.00189993	0.00103687	0.000990633	0.000922456	0.0177242	0.000895471	0.000870203	0.00103692	0.000687681	0.000818124	0.000873095	0.000921857	0.00180747	0.00311114	0.000855087	0.00788419	0.00658638	0.00130628	0.000856905	0.0227408	0.00297693	0.0126964	0.00625149	0.00495321	0.00192365	0.0239968	0.000903692	0.00103701	0.000978696	0.00327483	0.00756595	0.000921223	0.00582305	0.00644986	0.00632144	0.000912726	0.000921813	0.000912783	0.000950827	0.000877931	0.00283253	0.00099063	0.0441112	0.0582869	0.0172055	0.0112505	0.00864828	0.00115809	0.0125526	0.00148127	0.00746351	0.037889	0.0332287	0.00663286	0.0590324	0.00279824	0.00960016	0.014118	0.140254	0.0497742	0.00102115	0.0330009	0.0624746	0.057592	0.0430953	0.0141496	0.0015068	0.00944433	0.0119693	0.00748372	0.0475426	0.0179653	0.0179653	0.0308657	0.0386226	0.0179653	0.0196483	0.011682	0.0227726	0.00242053	0.058646	0.0288388	0.0179653	0.0309503	0.00984527	0.0179653	0.0102955	0.0259931	0.0179653	0.0179653	0.03836	0.00797515	0.0214831	0.0338571	0.0109798	0.00157335	0.0179653	0.0049776	0.00135198	0.0333838	0.0102414	0.010676	0.00596791	0.0291461	0.00830082	0.0220377	0.00136147	0.0181847	0.00101791	0.0104609	0.0145454	0.0179653	0.00837206	0.00195659	0.00103661	0.0142452	0.000972405	0.0139387	0.00101752	0.00107236	0.00297558	0.00512633	0.00147118	0.00156644	0.0143626	0.00101862	0.00273896	0.0161988	0.00102388	0.0142356	0.00100332	0.00200319	0.0145544	0.00105436	0.00523422	0.0108901	0.00192863	0.00165048	0.000971749	0.00102786	0.0176729	0.00433183	0.00491128	0.00913718	0.000966751	0.00100224	0.00527006	0.00235985	0.00105414	0.00101871	0.00154179	0.000966701	0.000972436	
3000	-31362.1	-387.088	5.58247	0.126439	0.149475	0.00534115	0.000575786	0.000209717	0.00057479	0.000753326	0.00719864	0.000592867	0.000683074	0.000577345	0.000692326	0.000701238	0.000570065	0.000902342	0.00377904	0.000867369	0.000930594	0.028708	0.000930575	0.00675553	0.030586	0.000923008	0.00187812	0.00102497	0.000979264	0.000911869	0.0175208	0.000885194	0.000860215	0.00102502	0.000679789	0.000808734	0.000863075	0.00100033	0.00178673	0.00307544	0.000845274	0.0077937	0.00651079	0.000991075	0.000847071	0.0224798	0.00294276	0.0125506	0.00617974	0.00489637	0.000987609	0.0237214	0.00089332	0.00478261	0.000967463	0.00323725	0.00747912	0.000910651	0.00575622	0.00637584	0.00624889	0.000902251	0.000911234	0.000902307	0.000939914	0.001	0.00280002	0.00100033	0.043605	0.057618	0.0170081	0.0111214	0.00854902	0.0011448	0.0124085	0.000999868	0.00737785	0.0374541	0.0328474	0.00655674	0.0675105	0.00276613	0.00948998	0.0139559	0.138644	0.049203	0.00100943	0.0326222	0.0617576	0.056931	0.0426007	0.0139872	0.0014895	0.00933594	0.0122445	0.00765578	0.0486357	0.0183784	0.0183784	0.0315753	0.0395106	0.0183784	0.0201	0.0119506	0.0232962	0.00247618	0.0599943	0.0295018	0.0183784	0.0316619	0.0100716	0.0183784	0.0105322	0.0265907	0.0183784	0.0183784	0.039242	0.00815851	0.021977	0.0234176	0.0112323	0.00160953	0.0183784	0.00509204	0.00138306	0.0341513	0.0104769	0.0109215	0.00610512	0.0298162	0.00849167	0.0225444	0.00135003	0.0186028	0.00104132	0.0107014	0.0148799	0.0183784	0.00856455	0.00200158	0.00106044	0.0145727	0.0010177	0.0142592	0.00104091	0.00109702	0.003044	0.00524419	0.00150501	0.00160245	0.0146928	0.00104204	0.00280193	0.0112596	0.00104743	0.0145629	0.00102639	0.00204925	0.0030123	0.00101762	0.00535456	0.0166781	0.00197297	0.00168842	0.000994091	0.0010515	0.0180792	0.00443143	0.0050242	0.00934726	0.000988978	0.00102528	0.00539123	0.00241411	0.00107838	0.001	0.00157723	0.000988927	0.000994794	
3100	-31285.7	-386.751	5.58224	0.126439	0.149475	0.00526646	0.000567733	0.000206785	0.000566752	0.000742791	0.00709797	0.000584576	0.000673521	0.000569271	0.000682644	0.000691432	0.000562093	0.000999918	0.00372619	0.000855239	0.001	0.0283065	0.000917561	0.00666106	0.0301583	0.0009101	0.00185186	0.00101064	0.00100155	0.000899116	0.0172758	0.000872815	0.000848186	0.00101068	0.000670282	0.000797424	0.000851005	0.000986343	0.00176174	0.00303243	0.000833453	0.00768471	0.00641974	0.000977215	0.000835225	0.0221654	0.00290161	0.0123751	0.00609332	0.00482789	0.000973798	0.0233897	0.000880827	0.0202136	0.000953934	0.00319198	0.00737453	0.000897915	0.00567572	0.00628668	0.0061615	0.000889633	0.00089849	0.000889689	0.00092677	0.000986015	0.00276086	0.000986343	0.0429952	0.0568122	0.0167702	0.0109659	0.00842947	0.00112879	0.012235	0.000985885	0.00727468	0.0369304	0.032388	0.00472327	0.0665664	0.00272744	0.00935727	0.0137608	0.136705	0.0485149	0.000995318	0.0321659	0.0608939	0.0561348	0.042005	0.0137916	0.00146867	0.00920538	0.0124746	0.00779962	0.0495495	0.0187237	0.0187237	0.0321686	0.0402529	0.0187237	0.0204777	0.0121752	0.0237339	0.0025227	0.0611216	0.0300561	0.0187237	0.0322567	0.0102609	0.0187237	0.0107301	0.0270903	0.0187237	0.0187237	0.0399793	0.0083118	0.02239	0.0238576	0.0114433	0.00163977	0.0187237	0.00518772	0.00140905	0.034793	0.0106737	0.0111267	0.00621983	0.0303764	0.00865122	0.022968	0.00208351	0.0189523	0.00106088	0.0109025	0.00190528	0.0187237	0.00872546	0.00203919	0.00108036	0.0148465	0.00103682	0.0145271	0.00106047	0.00111763	0.00310119	0.00534272	0.00153328	0.00163256	0.00918395	0.00106162	0.00285457	0.0114712	0.00101874	0.0148365	0.00104567	0.00208775	0.00306889	0.00103674	0.00545517	0.0169915	0.00201004	0.0012986	0.00101875	0.00107125	0.0184189	0.00451469	0.0051186	0.00952288	0.00100756	0.00104454	0.00549252	0.00245946	0.00109864	0.00101879	0.00160687	0.00101368	0.00101348	
3200	-31176.5	-387.574	5.58224	0.126062	0.149852	0.00499487	0.000538456	0.000196121	0.000537525	0.000704486	0.00673194	0.000554431	0.000638789	0.000539915	0.000647442	0.000655776	0.000533107	0.000948354	0.00353403	0.000811136	0.000948432	0.0268468	0.000870244	0.00631756	0.0286031	0.000863168	0.00175636	0.000948422	0.000983153	0.000852751	0.0163849	0.000827806	0.000804446	0.000958562	0.000635717	0.000756303	0.00080712	0.000935479	0.00167089	0.00287605	0.000790473	0.00728843	0.00608868	0.000926822	0.000948578	0.0210224	0.00275198	0.011737	0.0057791	0.00457893	0.000923581	0.0221835	0.000835405	0.0191712	0.000904741	0.00302737	0.00699424	0.000851612	0.00538303	0.00596248	0.00584376	0.000843756	0.000852157	0.000843809	0.000878978	0.000935168	0.00261849	0.000935479	0.040778	0.0538825	0.0159054	0.0104004	0.0337513	0.000983119	0.0116041	0.00130369	0.00349521	0.0261168	0.0307178	0.0044797	0.0921871	0.00258679	0.00887473	0.0130512	0.129656	0.046013	0.000943991	0.0305072	0.0577537	0.061851	0.0398389	0.0130804	0.00139294	0.00873068	0.0126994	0.0079402	0.0504426	0.0190612	0.0190612	0.0327484	0.0409785	0.0190612	0.0208468	0.0123946	0.0241617	0.00256817	0.0622233	0.0305979	0.0190612	0.0328382	0.0104458	0.0190612	0.0109235	0.0275786	0.0190612	0.00964655	0.0406999	0.00846162	0.0227935	0.0242876	0.0116496	0.00166932	0.0190612	0.00528122	0.00143445	0.0354201	0.0108661	0.0113272	0.00633194	0.0309239	0.00880715	0.023382	0.00212107	0.0192939	0.00108	0.011099	0.00193962	0.0190612	0.00888273	0.00207594	0.001	0.0151141	0.00105551	0.0147889	0.00107958	0.00113777	0.00315709	0.00543902	0.00156092	0.00166198	0.00934949	0.00108075	0.00290603	0.011678	0.0010371	0.0151039	0.00106452	0.00212538	0.00312421	0.00105542	0.00555349	0.0172977	0.001017	0.00132201	0.00103711	0.00109056	0.0113334	0.00459607	0.00521086	0.00969452	0.00102572	0.0010001	0.00559152	0.0025038	0.00111844	0.00103715	0.00163583	0.00103195	0.00103175	
3300	-31038.6	-386.883	5.58224	0.126062	0.149852	0.00511903	0.00055184	0.000200996	0.000550886	0.000721997	0.00689927	0.000568211	0.000654667	0.000553335	0.000663534	0.000672076	0.000546357	0.000971925	0.00362187	0.000831297	0.000972006	0.0275141	0.000891875	0.00647458	0.029314	0.000884622	0.00180002	0.000971995	0.00100759	0.000873946	0.0167921	0.000848381	0.000824441	0.000982388	0.000651518	0.000775101	0.000827182	0.000958731	0.00171242	0.00294754	0.00100356	0.00746958	0.00624002	0.000949858	0.00102491	0.0215449	0.00282038	0.0120287	0.00592274	0.00469274	0.000946537	0.0227349	0.000856169	0.0196477	0.000927229	0.00310262	0.00716808	0.000872779	0.00551683	0.00611068	0.00598901	0.000864728	0.000873338	0.000864783	0.000900826	0.00102497	0.00268357	0.00100336	0.0417915	0.0552218	0.011004	0.0106589	0.0345902	0.00100756	0.0124263	0.0013361	0.00358209	0.0267659	0.0314813	0.00459105	0.0775864	0.00265109	0.00909532	0.0133756	0.132878	0.0471567	0.000967455	0.0277075	0.0591892	0.0633883	0.0408291	0.0134055	0.00142756	0.00894768	0.0127349	0.00796239	0.0505835	0.0191144	0.0191144	0.0328399	0.041093	0.0191144	0.020905	0.0124293	0.0242292	0.00257535	0.0623971	0.0306834	0.0191144	0.0329299	0.010475	0.0191144	0.0117032	0.0501425	0.0191144	0.0096735	0.0408136	0.00848525	0.0228572	0.0243555	0.0116821	0.00167399	0.0191144	0.00529598	0.000977513	0.0245684	0.0108965	0.0113589	0.00634963	0.0310103	0.00883175	0.0234473	0.00212699	0.0193478	0.00108302	0.01113	0.00194504	0.0191144	0.00890755	0.00208174	0.00100279	0.0151563	0.00105846	0.00956266	0.0010826	0.00114095	0.00316591	0.00545422	0.00156528	0.00166663	0.00937561	0.00108377	0.00291415	0.0117106	0.00104	0.0151461	0.00106749	0.00213132	0.00313294	0.00105837	0.00556901	0.0173461	0.00101984	0.0013257	0.00104001	0.00109361	0.00201448	0.00460891	0.00522541	0.00972161	0.00102859	0.00100289	0.00560714	0.00251079	0.00112157	0.00104005	0.0016404	0.00103483	0.00103463	
3400	-30738.9	-386.269	5.52088	0.126062	0.149852	0.0051505	0.000555233	0.000202232	0.000554273	0.000726436	0.00694168	0.000571705	0.000658692	0.000556737	0.000667614	0.000676208	0.000549717	0.000977901	0.00364414	0.000836408	0.00343964	0.0276832	0.000897358	0.00651439	0.0294942	0.000890061	0.00181108	0.000977971	0.00101378	0.00100621	0.0168954	0.000853597	0.00082951	0.000988428	0.000655524	0.000779866	0.000832267	0.000964625	0.00172295	0.00296566	0.00100973	0.00751551	0.00627838	0.000955698	0.00103121	0.0216774	0.00283772	0.0121027	0.00595916	0.00472159	0.000952356	0.0228747	0.000861433	0.0197685	0.00093293	0.00312169	0.001	0.000878145	0.00555075	0.00614825	0.00602583	0.000870045	0.000878707	0.000870099	0.000906364	0.00103128	0.00270007	0.00100953	0.0420485	0.0555613	0.0110717	0.0107244	0.0348029	0.00101375	0.0125027	0.00134431	0.00360411	0.0269305	0.0291504	0.00461928	0.0780634	0.00266739	0.00915124	0.0134578	0.133695	0.0474466	0.000973403	0.0278779	0.0595531	0.063778	0.0410801	0.0134879	0.00143634	0.00900269	0.0122672	0.00766995	0.0487257	0.0184124	0.0292916	0.0316338	0.0750671	0.0184124	0.0201372	0.0119728	0.0233393	0.00248076	0.0601054	0.0295564	0.0184124	0.0441978	0.0100903	0.0184124	0.0112734	0.0483009	0.0184124	0.00931822	0.0393146	0.00817361	0.0220177	0.023461	0.00198987	0.00161251	0.0184124	0.00510147	0.000941612	0.0236661	0.0104963	0.0102561	0.00611642	0.0210008	0.00850739	0.0225861	0.00204888	0.0186372	0.00104325	0.0107212	0.0018736	0.0184124	0.0085804	0.00200528	0.000965964	0.0145997	0.00101959	0.00921145	0.00104284	0.00109905	0.00304963	0.0052539	0.00150779	0.00160542	0.00582066	0.000963192	0.00280712	0.0112805	0.0010018	0.0145899	0.00102829	0.00205304	0.00301787	0.0010195	0.00536447	0.016709	0.000982381	0.00127702	0.00100181	0.00105344	0.00194049	0.00443963	0.0050335	0.00936456	0.000990809	0.00096606	0.00540121	0.00241858	0.00108037	0.001	0.00158015	0.000996823	0.000996636	
3500	-30727.2	-388.364	5.69576	0.126062	0.149852	0.00508613	0.000548294	0.000199704	0.000547346	0.000717357	0.00685493	0.00056456	0.00065046	0.000549779	0.00065927	0.000667757	0.000542846	0.000987524	0.0035986	0.000825955	0.00339666	0.0273373	0.000886143	0.00643298	0.0291256	0.000878937	0.00178845	0.000965749	0.00100111	0.000993637	0.0166842	0.000842929	0.000819143	0.000976075	0.000647331	0.00077012	0.000821866	0.00095257	0.00100251	0.00292859	0.000997109	0.00742158	0.00619992	0.000943754	0.00101832	0.0214065	0.00280226	0.0119514	0.00588468	0.00466258	0.000940454	0.0225888	0.000850667	0.0195214	0.00092127	0.00308268	0.000987502	0.00086717	0.00548138	0.00607141	0.00595053	0.000859171	0.000867725	0.000859225	0.000895037	0.00101839	0.00266633	0.001	0.0589458	0.0548669	0.0109333	0.0105904	0.0343679	0.000985791	0.0106282	0.00132751	0.000999997	0.0265939	0.0287861	0.00456155	0.0770878	0.00263405	0.00903687	0.0132896	0.132024	0.0468537	0.00100256	0.0275295	0.0588089	0.0629809	0.0405667	0.0133193	0.00141839	0.00889018	0.0122415	0.00765387	0.0486235	0.0183738	0.0292302	0.0315674	0.0749097	0.0183738	0.020095	0.0119477	0.0232903	0.00247556	0.0599794	0.0294945	0.0183738	0.0441051	0.0100691	0.0183738	0.0112498	0.0481996	0.0183738	0.00929868	0.0392322	0.00815648	0.0219716	0.0234118	0.0019857	0.00160913	0.0183738	0.00509077	0.000939637	0.0236165	0.0104743	0.0102346	0.0061036	0.0209568	0.00848955	0.0225388	0.00204458	0.0185982	0.00104106	0.0106987	0.00186968	0.0183738	0.00856241	0.00200108	0.001	0.0145691	0.00101745	0.00919213	0.00104065	0.00109674	0.00304324	0.00524288	0.00352951	0.00160205	0.00580846	0.000961172	0.00280123	0.0112568	0.000999703	0.0145593	0.00102613	0.00204874	0.00301154	0.00101736	0.00535322	0.016674	0.000980321	0.00127434	0.000999709	0.00105123	0.00193642	0.00443032	0.00502294	0.00934492	0.000988731	0.000999964	0.00538988	0.0024135	0.00107811	0.000997903	0.00157684	0.000994733	0.000994546	
3600	-30607.4	-388.71	5.69576	0.126062	0.149852	0.00508164	0.000547809	0.000199528	0.000546862	0.000716723	0.00684887	0.000564061	0.000649885	0.000549293	0.000658688	0.000667167	0.000542367	0.001	0.00359542	0.000825226	0.00592366	0.0273131	0.00088536	0.00642729	0.0290999	0.000878161	0.00178687	0.000964896	0.00100023	0.000992759	0.0166695	0.000842185	0.000818419	0.000975212	0.00064676	0.00076944	0.00082114	0.000951728	0.00100163	0.00292601	0.000996228	0.00741503	0.00619444	0.000942921	0.00101742	0.0213875	0.00279978	0.0119408	0.00587948	0.00465846	0.000939623	0.0225688	0.000849916	0.0195042	0.000920456	0.000999465	0.00098663	0.00100155	0.00547654	0.00606605	0.00594527	0.000858412	0.000866959	0.000858466	0.000894246	0.00101749	0.000997471	0.000999117	0.0588937	0.0548184	0.0109236	0.010581	0.0343376	0.00098492	0.0106188	0.000999138	0.000999114	0.0265705	0.0287606	0.00455752	0.0770197	0.00263173	0.00902889	0.0132779	0.131908	0.0468123	0.00100167	0.0297843	0.0587569	0.0629253	0.0405309	0.0133076	0.00141713	0.00888233	0.0120471	0.00753237	0.0478517	0.0267114	0.0287662	0.0310664	0.0737206	0.0180821	0.0134641	0.011758	0.0384101	0.00243626	0.0590273	0.0290263	0.0180821	0.043405	0.00990928	0.0180821	0.0110712	0.0474345	0.0180821	0.00915108	0.0386094	0.008027	0.0216228	0.0230401	0.00195418	0.00158358	0.0180821	0.00500996	0.000924722	0.0232416	0.010308	0.0100722	0.00600671	0.0206241	0.00835479	0.022181	0.00201212	0.0183029	0.00102453	0.0105289	0.00184	0.0180821	0.00842649	0.00196931	0.001	0.0143378	0.0010013	0.00904622	0.000999591	0.00107933	0.00299493	0.00515966	0.00347348	0.00157662	0.00571626	0.000945915	0.00275677	0.0110782	0.00100193	0.0143282	0.00100984	0.00201622	0.000999963	0.00100121	0.00526825	0.0164093	0.00096476	0.00125411	0.00098384	0.00103455	0.00190569	0.00436	0.00494321	0.00919659	0.000973037	0.000984091	0.00530432	0.00237519	0.001061	0.000982063	0.00155181	0.000999984	0.000978759	
3700	-30563.3	-388.645	5.7066	0.126062	0.149852	0.00503001	0.000542244	0.000197501	0.000541306	0.000709442	0.0067793	0.000558331	0.000643283	0.000543713	0.000651996	0.000660389	0.000536857	0.000989841	0.00355889	0.000816842	0.00586348	0.0270356	0.000876366	0.00725658	0.0288043	0.000998024	0.00100765	0.00100376	0.000990069	0.000982674	0.0165001	0.000833629	0.000810105	0.000989866	0.000640189	0.000761623	0.000812798	0.00094206	0.000991453	0.00289628	0.000986107	0.0073397	0.00613151	0.000933342	0.00100709	0.0211703	0.00277134	0.0118195	0.00581975	0.00461114	0.000930078	0.0223395	0.000841281	0.019306	0.000911106	0.000989312	0.000976607	0.000991371	0.0054209	0.00600443	0.00588487	0.000849692	0.000858151	0.000849745	0.000885161	0.00100715	0.000987338	0.000988967	0.0582954	0.0542615	0.00316351	0.0104735	0.0339888	0.000974914	0.0105109	0.000988988	0.000988964	0.0263005	0.0284684	0.00451122	0.0808894	0.00260499	0.0160726	0.013143	0.130568	0.0463367	0.000991494	0.0294817	0.05816	0.062286	0.0401191	0.0131724	0.00140274	0.0144772	0.0121477	0.00759525	0.0482511	0.0269344	0.0290063	0.0313257	0.074336	0.0182331	0.0135765	0.0118561	0.0387307	0.0024566	0.05952	0.0292686	0.0182331	0.0437673	0.009992	0.0182331	0.0111636	0.0478304	0.0182331	0.00922746	0.0389317	0.008094	0.0218033	0.0232324	0.00197049	0.0015968	0.0182331	0.00505178	0.000932441	0.0234356	0.0103941	0.0101562	0.00605685	0.0207963	0.00842453	0.0223661	0.00202892	0.0184557	0.00103308	0.0106168	0.00185536	0.0182331	0.00112405	0.00198575	0.00100835	0.0144575	0.00100966	0.00912173	0.00100793	0.00108834	0.00301993	0.00520273	0.00350248	0.00158978	0.00576397	0.000953811	0.00277978	0.0111706	0.00101029	0.0144478	0.00101827	0.00203305	0.00219443	0.00100957	0.00531222	0.0165463	0.0010084	0.00126458	0.000992052	0.00104318	0.00192159	0.00439639	0.00498447	0.00759415	0.001	0.000992305	0.0053486	0.00239502	0.00106985	0.00099026	0.00100785	0.00100833	0.0010084	
