Gen	lnL	lnP	TL	Insertion	Deletion	R[1-1]	R[1-2]	R[1-3]	R[1-4]	R[1-5]	R[1-6]	R[1-7]	R[1-8]	R[1-9]	R[1-10]	R[1-11]	R[1-12]	R[1-13]	R[2-2]	R[2-3]	R[2-4]	R[2-5]	R[2-6]	R[2-7]	R[2-8]	R[2-9]	R[2-10]	R[2-11]	R[2-12]	R[2-13]	R[3-3]	R[3-4]	R[3-5]	R[3-6]	R[3-7]	R[3-8]	R[3-9]	R[3-10]	R[3-11]	R[3-12]	R[3-13]	R[4-4]	R[4-5]	R[4-6]	R[4-7]	R[4-8]	R[4-9]	R[4-10]	R[4-11]	R[4-12]	R[4-13]	R[5-5]	R[5-6]	R[5-7]	R[5-8]	R[5-9]	R[5-10]	R[5-11]	R[5-12]	R[5-13]	R[6-6]	R[6-7]	R[6-8]	R[6-9]	R[6-10]	R[6-11]	R[6-12]	R[6-13]	R[7-7]	R[7-8]	R[7-9]	R[7-10]	R[7-11]	R[7-12]	R[7-13]	R[8-9]	R[8-10]	R[8-11]	R[8-12]	R[8-13]	R[9-9]	R[9-10]	R[9-11]	R[9-12]	R[9-13]	R[10-10]	R[10-11]	R[10-12]	R[10-13]	R[11-12]	R[11-13]	R[12-12]	R[12-13]	R[13-13]	F[0]	F[1]	F[2]	F[3]	F[4]	F[5]	F[6]	F[7]	F[8]	F[9]	F[10]	F[11]	F[12]	F[13]	F[14]	F[15]	F[16]	F[17]	F[18]	F[19]	F[20]	F[21]	F[22]	F[23]	F[24]	F[25]	F[26]	F[27]	F[28]	F[29]	F[30]	F[31]	F[32]	F[33]	F[34]	F[35]	F[36]	F[37]	F[38]	F[39]	F[40]	F[41]	F[42]	F[43]	F[44]	F[45]	F[46]	F[47]	F[48]	F[49]	F[50]	F[51]	F[52]	F[53]	F[54]	F[55]	F[56]	F[57]	F[58]	F[59]	F[60]	F[61]	F[62]	F[63]	F[64]	F[65]	F[66]	F[67]	F[68]	F[69]	F[70]	F[71]	F[72]	F[73]	F[74]	F[75]	F[76]	F[77]	F[78]	F[79]	F[80]	F[81]	F[82]	F[83]	F[84]	
3800	-30421.1	-388.952	5.80643	0.126062	0.149852	0.00452115	0.000487388	0.000177521	0.000486545	0.000637672	0.00609347	0.000501848	0.000578205	0.000488708	0.000586037	0.000593581	0.000482546	0.000889704	0.00319886	0.000734207	0.00527031	0.0243006	0.000787709	0.00652247	0.0258903	0.00089706	0.000905711	0.000902213	0.000889909	0.000883262	0.0148309	0.000749295	0.000728151	0.000890965	0.000575425	0.000898181	0.000730572	0.000846757	0.000891154	0.00260328	0.000886348	0.00659718	0.00551122	0.000891017	0.000905205	0.0190286	0.00249098	0.0106238	0.005231	0.00414465	0.000835987	0.0200796	0.000756174	0.017353	0.000818934	0.000889228	0.000877809	0.000891079	0.0048725	0.00539699	0.00528953	0.000763733	0.000771337	0.000763781	0.000795615	0.000905264	0.000887455	0.000975334	0.052398	0.0487722	0.00284348	0.00941399	0.0226789	0.000876287	0.00944758	0.000888937	0.000888916	0.0236398	0.0255885	0.00405484	0.0727063	0.00234146	0.0144466	0.0118134	0.124308	0.0416491	0.00089119	0.103566	0.0769422	0.0559849	0.0360605	0.0118398	0.00126083	0.0130126	0.0122846	0.00768087	0.048795	0.027238	0.0293333	0.0316788	0.0751739	0.0184386	0.0137295	0.0119898	0.0391673	0.00248429	0.0601909	0.0295985	0.0184386	0.0442607	0.0101046	0.0184386	0.0112895	0.0483696	0.0184386	0.00933148	0.0393705	0.00818525	0.0220491	0.0234943	0.0019927	0.0016148	0.0184386	0.00509232	0.0010138	0.0236998	0.0105112	0.0102707	0.00612513	0.0210307	0.00851949	0.0226183	0.00205179	0.0186638	0.00104473	0.0107365	0.00187627	0.0184386	0.00113672	0.00200814	0.00101971	0.0146205	0.00102104	0.00922455	0.0010193	0.00110061	0.00305397	0.00526138	0.00354196	0.0016077	0.00582895	0.000964563	0.00281111	0.0112965	0.00102168	0.00891096	0.00102975	0.00205596	0.00221917	0.00102095	0.00790249	0.0167328	0.00101977	0.00101012	0.00100441	0.00105494	0.00194325	0.00444595	0.00504066	0.004266	0.00101127	0.00100349	0.001	0.00242202	0.0010112	0.00100441	0.00101921	0.0010197	0.00101977	
3900	-30406.9	-389.643	5.80643	0.126062	0.149852	0.00433998	0.000467858	0.000170407	0.000467049	0.000612119	0.0058493	0.000481738	0.000555036	0.000469125	0.000562554	0.000569795	0.00046321	0.000854052	0.00307068	0.000704786	0.00505912	0.0233268	0.000756144	0.0062611	0.0248528	0.000861113	0.000869417	0.00086606	0.000854249	0.00100028	0.0142366	0.00071927	0.000698973	0.000855263	0.000552366	0.000862189	0.001	0.000812826	0.000855444	0.00249896	0.000999701	0.00633282	0.00529038	0.000855313	0.000868932	0.0182661	0.00239116	0.0101981	0.00502139	0.00397857	0.000802487	0.019275	0.000725872	0.0166576	0.000786118	0.000853595	0.000842634	0.000855372	0.00467725	0.00518072	0.00507757	0.000733129	0.000740428	0.000733175	0.000763733	0.000868988	0.000851893	0.000936251	0.0897701	0.0468178	0.00272953	0.00903676	0.0217701	0.000841173	0.009069	0.000853316	0.000853295	0.0226926	0.0245631	0.00389236	0.0697928	0.00224763	0.0138677	0.01134	0.119327	0.0399801	0.000855479	0.0994163	0.0738589	0.0537415	0.0346155	0.0113654	0.00121031	0.0124912	0.0123958	0.00775037	0.0492366	0.0274845	0.0295987	0.0319655	0.0758542	0.0186054	0.0138537	0.0120983	0.0395217	0.00250677	0.0607356	0.0298664	0.0186054	0.0446612	0.0101961	0.0186054	0.0113916	0.0488073	0.0186054	0.00941592	0.0397268	0.00825932	0.0186241	0.023707	0.00201074	0.00162941	0.0186054	0.00513841	0.00100903	0.0239142	0.0106063	0.0103637	0.00618056	0.020831	0.00859659	0.022823	0.00207036	0.0188327	0.00105418	0.0108336	0.00189325	0.0186054	0.00114701	0.00202631	0.00102894	0.0147528	0.00103028	0.00930803	0.00102852	0.00111057	0.00308161	0.00530899	0.00357401	0.00162225	0.0058817	0.000973292	0.00283655	0.0113988	0.00103092	0.0089916	0.00103907	0.00207457	0.00100417	0.00103019	0.00797401	0.0168842	0.001029	0.00101926	0.0010135	0.00106449	0.00196084	0.00448619	0.00130375	0.00430461	0.00102042	0.00100905	0.00100905	0.00244394	0.00102035	0.0010135	0.00102843	0.00102893	0.001029	
4000	-30341.1	-389.125	5.80643	0.126062	0.149852	0.00422554	0.00045552	0.000165913	0.000454733	0.000595978	0.00569505	0.000469034	0.0005404	0.000456754	0.000547719	0.00055477	0.000450995	0.000831531	0.0029897	0.000686201	0.00492571	0.0227117	0.000736205	0.006096	0.0241975	0.000838406	0.000846491	0.000843222	0.000831722	0.000973899	0.0138612	0.000700303	0.000680541	0.00083271	0.000537801	0.000839453	0.00097363	0.000791392	0.000832886	0.00243307	0.000973339	0.00616582	0.00515087	0.000832758	0.000846018	0.0392202	0.0023281	0.00992918	0.00488897	0.00387366	0.000781326	0.0187667	0.000706731	0.0162183	0.000765388	0.000831086	0.000820414	0.000973771	0.004388	0.00504411	0.00494368	0.000713796	0.000720903	0.000713841	0.000743593	0.000846073	0.000829428	0.000911562	0.0874029	0.0455832	0.00265756	0.00879846	0.021196	0.000818991	0.00882985	0.000830814	0.000830794	0.0220942	0.0170829	0.00378972	0.0679524	0.00218836	0.013502	0.0318802	0.116181	0.029878	0.00083292	0.0967947	0.0719113	0.0523243	0.0337027	0.0110657	0.00117839	0.0121618	0.00348185	0.00782513	0.0497115	0.0277496	0.0298842	0.0322738	0.0765859	0.0187849	0.0139874	0.012215	0.039903	0.00253095	0.0613215	0.0301544	0.0187849	0.045092	0.0102944	0.0187849	0.0115015	0.0492781	0.0187849	0.00796812	0.04011	0.00833899	0.0188037	0.0239356	0.00203013	0.00164513	0.0187849	0.00518797	0.00101876	0.0241449	0.0107087	0.0104636	0.00624017	0.021032	0.00867951	0.0230431	0.00209033	0.0190143	0.00106435	0.0109381	0.00191151	0.0187849	0.00216619	0.00204586	0.00103887	0.0148951	0.00104022	0.00939782	0.00103844	0.00112128	0.00311133	0.0053602	0.00360849	0.0016379	0.00593843	0.00098268	0.00286391	0.0115087	0.00104087	0.00907833	0.00100958	0.00209458	0.00101058	0.00104013	0.00805092	0.0170471	0.00103893	0.00102909	0.00102327	0.00107476	0.00197975	0.00452946	0.00131632	0.00434613	0.00103027	0.00101878	0.00101878	0.00246751	0.0010302	0.00102327	0.00103835	0.001	0.00103893	
4100	-30291.9	-391.954	6.09079	0.124416	0.147896	0.00429982	0.000463529	0.00016883	0.000462727	0.000606455	0.00579517	0.00047728	0.0005499	0.000464784	0.000557348	0.000564523	0.000458923	0.00084615	0.00304226	0.000698264	0.0050123	0.00598174	0.000749147	0.00620317	0.0246229	0.000853145	0.000861373	0.000858046	0.00100061	0.000991021	0.0141049	0.000712614	0.000692505	0.000847349	0.000547255	0.000854211	0.001	0.000805304	0.00100129	0.00247584	0.000990451	0.00627422	0.00524142	0.000847398	0.00100075	0.0399097	0.00236903	0.0101037	0.00497492	0.00394176	0.000795062	0.0190966	0.000719156	0.0165035	0.000778844	0.00100113	0.000834837	0.00099089	0.00446514	0.00368005	0.00503059	0.00100098	0.000733577	0.000726391	0.000756666	0.000860947	0.0010009	0.000927587	0.0889395	0.0463846	0.00270428	0.00895314	0.0215686	0.00083339	0.00898508	0.00084542	0.00100144	0.0224826	0.0173832	0.00385634	0.069147	0.00222683	0.0137394	0.0324407	0.118223	0.0304033	0.000847563	0.0984963	0.0731755	0.0532442	0.0342952	0.0112602	0.0010007	0.0123756	0.00349422	0.00785293	0.0498882	0.0278482	0.0299904	0.0323885	0.076858	0.0164143	0.0140371	0.0122584	0.0400447	0.00253995	0.0615393	0.0302616	0.0188517	0.0452522	0.010331	0.0188517	0.010538	0.0494532	0.0188517	0.00799643	0.0402525	0.00836861	0.0188705	0.0240207	0.00203735	0.00165098	0.0188517	0.0052064	0.00102238	0.0242307	0.0107467	0.0105008	0.00626234	0.0211067	0.00871035	0.023125	0.00209776	0.0190819	0.00106813	0.010977	0.0019183	0.0188517	0.00217388	0.00205312	0.00104256	0.014948	0.00104391	0.0094312	0.0010025	0.00112527	0.00312239	0.00537924	0.00362131	0.00164372	0.00595953	0.00100251	0.00287409	0.0115496	0.00104457	0.00911059	0.00101316	0.00210202	0.0010025	0.00104382	0.00807953	0.0171076	0.00104262	0.00103275	0.00102691	0.00100244	0.00198679	0.00454555	0.001321	0.00436157	0.00103393	0.0010224	0.0010224	0.00247628	0.00103386	0.00102691	0.00104204	0.00100355	0.00104262	
4200	-30236.1	-392.818	6.09079	0.124416	0.147896	0.0041311	0.000445339	0.000162205	0.000444569	0.000582657	0.00556776	0.000458551	0.000528321	0.000446546	0.000535477	0.000542371	0.000440915	0.000812946	0.00292288	0.000670864	0.00481562	0.00574702	0.00071975	0.00595975	0.0236567	0.000819667	0.000827572	0.000824376	0.000961341	0.000963729	0.0135514	0.000684651	0.000665331	0.000814098	0.000525781	0.000820691	0.000960759	0.000982373	0.000961996	0.00237869	0.000951585	0.00602802	0.00503575	0.000814146	0.000961475	0.0383437	0.00227607	0.00970726	0.0047797	0.00378708	0.000763863	0.0359742	0.000690936	0.0158559	0.000748281	0.000961848	0.000802077	0.000952007	0.00428992	0.00353564	0.00483318	0.000982164	0.000704791	0.000697887	0.000726974	0.000827163	0.000961626	0.000891188	0.0854494	0.0445644	0.00259816	0.00860181	0.0207223	0.000800687	0.0086325	0.000982144	0.000962146	0.0216003	0.0167011	0.00293207	0.0664336	0.00213945	0.0132002	0.0348985	0.113584	0.0292102	0.000814304	0.0946313	0.0878909	0.0511549	0.0329494	0.0108183	0.00161984	0.01189	0.00346736	0.00779256	0.0495046	0.0276341	0.0376237	0.0328471	0.0762671	0.0162881	0.0139292	0.0121642	0.0397369	0.00252042	0.0610663	0.0300289	0.0187067	0.0449043	0.0102516	0.0187067	0.010457	0.049073	0.0187067	0.00793496	0.0399431	0.00830428	0.0187254	0.023836	0.00202168	0.00163828	0.0187067	0.00516638	0.00101452	0.0240444	0.0106641	0.0136491	0.0062142	0.0209444	0.0047219	0.0229472	0.00208163	0.0189352	0.00105992	0.0108926	0.00190356	0.0187067	0.00215717	0.00203734	0.00103454	0.0148331	0.00103589	0.0093587	0.00099479	0.00111662	0.00309838	0.00533789	0.00359347	0.00163108	0.00591371	0.000994807	0.00285199	0.0114608	0.00103654	0.00904055	0.00100538	0.00208586	0.00099479	0.0010358	0.00801741	0.0169761	0.00100011	0.00102481	0.00101901	0.000994731	0.00197151	0.00451061	0.000999797	0.00432804	0.00121493	0.00101454	0.00101454	0.00245724	0.00102591	0.00101902	0.00103403	0.000995838	0.000999762	
4300	-30174.8	-387.988	5.60191	0.124682	0.148213	0.00412953	0.00044517	0.000162144	0.0004444	0.000582436	0.00556565	0.000458377	0.000528121	0.000446376	0.000535274	0.000542164	0.000440747	0.000812637	0.00292177	0.000670609	0.00481379	0.00574483	0.000719477	0.00595749	0.0236477	0.0009998	0.000827257	0.000824063	0.000960975	0.000963362	0.0135462	0.00068439	0.000665078	0.000813789	0.000525581	0.000820379	0.000960394	0.000982	0.000961631	0.00237778	0.000951223	0.00602572	0.00503383	0.000813836	0.00096111	0.0383291	0.00227521	0.00970357	0.00477789	0.00378564	0.000763573	0.0359605	0.000690673	0.0158498	0.000747997	0.000961483	0.000801772	0.000951645	0.00428829	0.0035343	0.00483135	0.000981791	0.000704523	0.000697621	0.000726697	0.000826849	0.00096126	0.00089085	0.0854169	0.0445475	0.00259717	0.00859854	0.0207144	0.001	0.00862922	0.000981771	0.00096178	0.0215921	0.0166947	0.00293096	0.0664083	0.00213864	0.0131952	0.0348853	0.113541	0.0291991	0.000813994	0.0945953	0.0878575	0.0511354	0.0329369	0.0108142	0.00161922	0.0118855	0.00352519	0.00792253	0.0503303	0.028095	0.0382512	0.033395	0.0775392	0.0165598	0.0141615	0.012367	0.0403996	0.00256246	0.0549326	0.0305298	0.0190187	0.0456533	0.0104226	0.0190187	0.0106314	0.0498915	0.0190187	0.0080673	0.0406093	0.00844278	0.0190377	0.0242336	0.0020554	0.00166561	0.0190187	0.00525255	0.00103145	0.0244454	0.0108419	0.0138767	0.00631784	0.0212937	0.00480065	0.0233299	0.00211635	0.019251	0.0010776	0.00201051	0.0019353	0.0190187	0.00219315	0.0031326	0.0010518	0.0150805	0.00105316	0.00951479	0.00100755	0.00113524	0.00315006	0.00542692	0.0036534	0.00165829	0.00601234	0.0010114	0.00289956	0.011652	0.00101665	0.00919133	0.00102214	0.00212065	0.00101662	0.00105307	0.00815113	0.0158005	0.00101679	0.0010419	0.00103601	0.00101668	0.0020044	0.00458584	0.00101647	0.00440023	0.0012352	0.00103146	0.00103146	0.00249822	0.00104302	0.00103601	0.00101661	0.00101245	0.00101644	
4400	-30162.5	-389.493	5.89463	0.118975	0.141428	0.00410774	0.000442822	0.000161288	0.000442056	0.000579363	0.00553629	0.000455959	0.000525335	0.000444021	0.00053245	0.000539304	0.000438422	0.00080835	0.00290636	0.000667071	0.00478839	0.00571452	0.000715681	0.00592606	0.0235229	0.000995091	0.000999479	0.000819715	0.000955906	0.00095828	0.0134748	0.00068078	0.000661569	0.000809496	0.000999956	0.000816051	0.000955328	0.000994742	0.000956558	0.00236524	0.000946205	0.00599394	0.00500728	0.000809543	0.001	0.0381269	0.0022632	0.00965238	0.00475268	0.00376567	0.000759545	0.0357708	0.000687029	0.0157662	0.000744051	0.000956411	0.000999302	0.00099514	0.00426567	0.00351565	0.00480586	0.000976612	0.000700806	0.000693941	0.000722864	0.000999101	0.000956189	0.00088615	0.0849663	0.0443125	0.00258347	0.00855318	0.0232916	0.000994725	0.0085837	0.000976591	0.000956707	0.0214782	0.0166066	0.0029155	0.066058	0.00212736	0.0131256	0.0348653	0.112942	0.0328293	0.0008097	0.0940963	0.0873941	0.0508657	0.0327631	0.00825472	0.00161068	0.0118228	0.00355814	0.00799659	0.0508008	0.0283576	0.0386088	0.0337071	0.078264	0.0167146	0.0142939	0.0124826	0.0407773	0.00258641	0.0554461	0.0308152	0.0191965	0.04608	0.01052	0.0191965	0.0107307	0.0503579	0.0191965	0.00814272	0.0357605	0.00852171	0.0192157	0.0244601	0.00207462	0.00168118	0.0191965	0.00530165	0.00104109	0.024674	0.0109433	0.0140064	0.0063769	0.0214928	0.00484553	0.023548	0.00213613	0.0194309	0.00108767	0.00202931	0.0019534	0.0185933	0.00221365	0.00316188	0.00106163	0.0152214	0.00106301	0.00960374	0.00101697	0.00114585	0.00317951	0.00547765	0.00368756	0.00167379	0.00606855	0.00102085	0.001	0.0117609	0.00102615	0.00927725	0.0010317	0.00214048	0.00100927	0.00106292	0.00822733	0.0159482	0.00100929	0.00100931	0.00104569	0.00102619	0.00202313	0.00462871	0.00102597	0.00444136	0.00124674	0.0010411	0.00104111	0.00100776	0.00105277	0.0010457	0.00102612	0.00102191	0.00102594	
4500	-30133.1	-386.582	5.60355	0.118975	0.141428	0.00412811	0.000445018	0.000162088	0.000444248	0.000582236	0.00556374	0.00045822	0.00052794	0.000446223	0.000535091	0.000541979	0.000440597	0.000812359	0.00292077	0.000670379	0.00664634	0.00574286	0.00071923	0.00595545	0.0236396	0.00100003	0.00100444	0.000823781	0.000960646	0.000963033	0.0135416	0.000684156	0.00066485	0.00081351	0.00100492	0.000820098	0.000960065	0.000999676	0.000961301	0.00153403	0.000950898	0.00602366	0.00503211	0.000813558	0.00100496	0.038316	0.00227443	0.00268046	0.00264829	0.00378434	0.000763311	0.0359482	0.000690437	0.0158444	0.000747741	0.001	0.00100426	0.00100496	0.00428682	0.00353309	0.00482969	0.000981455	0.000704282	0.000697383	0.000726449	0.00100209	0.000960931	0.0014316	0.0853877	0.0445322	0.00259628	0.0085956	0.0234071	0.000999658	0.00862627	0.000981435	0.000961451	0.0215847	0.016689	0.00292996	0.0663856	0.00213791	0.0131907	0.0350382	0.113502	0.0329922	0.000813716	0.0945629	0.0878275	0.0511179	0.0329256	0.00829566	0.00423306	0.0118814	0.00356799	0.00801872	0.0509414	0.0284361	0.0387157	0.0338004	0.0784806	0.0167609	0.0143334	0.0125172	0.0408902	0.00259357	0.0555996	0.0309004	0.0192496	0.0462076	0.0105491	0.0192496	0.0107604	0.0504973	0.0192496	0.00816525	0.0358595	0.00854529	0.0192689	0.0245278	0.00208036	0.00168583	0.0192496	0.00531632	0.00104397	0.0247422	0.0109736	0.0140452	0.00639455	0.0215523	0.00485894	0.0236132	0.00214204	0.0194847	0.00109068	0.00203492	0.0019588	0.0186447	0.00221978	0.00317063	0.00106457	0.0152636	0.00106595	0.00963032	0.00100274	0.00114902	0.00318831	0.00549281	0.00369776	0.00167842	0.00608534	0.00102368	0.00100277	0.0117934	0.00102899	0.00930293	0.00103455	0.0021464	0.00100273	0.00106586	0.0082501	0.0159923	0.00101208	0.0010121	0.00104859	0.00102903	0.00100171	0.00464152	0.00102881	0.00274735	0.00125019	0.00104398	0.00104399	0.00100276	0.00105568	0.00104859	0.00102896	0.00102474	0.00102878	
4600	-30115.6	-388.271	5.77243	0.118975	0.141428	0.0041059	0.000442624	0.000161216	0.000441858	0.000579104	0.00553381	0.000455755	0.000525099	0.000443822	0.000532212	0.000539063	0.000438226	0.000807988	0.00290506	0.000666773	0.00661058	0.00571197	0.000715361	0.00592341	0.0235124	0.000994646	0.000999032	0.0010015	0.00100343	0.000957852	0.0124685	0.000680475	0.000661273	0.000809134	0.000999509	0.000815686	0.0009549	0.000994297	0.00095613	0.00152578	0.000945782	0.00599125	0.0028912	0.000809181	0.000999553	0.0381098	0.00226219	0.00266604	0.00263404	0.0126144	0.000759205	0.0357548	0.000686722	0.0157592	0.000743718	0.00099462	0.000998855	0.000999557	0.00417232	0.00351408	0.00480371	0.000976175	0.000700493	0.000693631	0.00072254	0.000996698	0.000955761	0.0014239	0.0849283	0.0442926	0.00258231	0.00854935	0.0232812	0.00099428	0.00857986	0.00100152	0.000956279	0.0214686	0.0165992	0.00239384	0.0660285	0.0021264	0.0131197	0.0348497	0.112891	0.0328147	0.000809338	0.0940542	0.087355	0.0508429	0.0327485	0.00825103	0.00421029	0.0118175	0.0035755	0.00803559	0.0510485	0.0284959	0.0387971	0.0338715	0.0786457	0.0167961	0.0143636	0.0125435	0.0409762	0.00259902	0.0557165	0.0309654	0.0192901	0.0463047	0.0105713	0.0192901	0.0107831	0.0506035	0.0192901	0.00818243	0.0359349	0.00856326	0.0193094	0.0245794	0.00208473	0.00168938	0.0192901	0.0053275	0.00104616	0.0247943	0.0109967	0.011491	0.006408	0.0215976	0.00486916	0.0236628	0.00214655	0.0195257	0.00109298	0.0020392	0.00196292	0.018684	0.00222445	0.0031773	0.00106681	0.0152957	0.00106819	0.00965057	0.00100485	0.00115144	0.00319501	0.00550436	0.00370554	0.00168195	0.00609814	0.00102583	0.00100488	0.0118182	0.00103115	0.00956218	0.00103673	0.00215091	0.00100484	0.0010681	0.00826745	0.0160259	0.00132002	0.00100005	0.00105079	0.00103119	0.00100381	0.00465128	0.00103098	0.00275312	0.00125282	0.00104618	0.00104618	0.00100487	0.0010579	0.001	0.00103112	0.0010269	0.00103094	
4700	-30111.7	-388.444	5.77243	0.118975	0.141428	0.00456425	0.000443328	0.000161473	0.000442562	0.000580026	0.00554262	0.00045648	0.000525935	0.000444529	0.000533059	0.000539921	0.000438924	0.000809275	0.00290968	0.000667834	0.0066211	0.00572106	0.0007165	0.00593284	0.0235498	0.000996229	0.00100062	0.00100309	0.001	0.000959376	0.0124884	0.000681559	0.000662326	0.000810422	0.0010011	0.000816985	0.00095642	0.00099588	0.000957652	0.00152821	0.00100165	0.00600079	0.000995837	0.000810469	0.00100114	0.0377238	0.00226579	0.00267029	0.00263823	0.0126344	0.000760413	0.0358117	0.000687815	0.0157842	0.000744902	0.000996203	0.00100045	0.00100115	0.00417897	0.00351967	0.00481136	0.000977729	0.000701608	0.000694735	0.000723691	0.000998285	0.000957283	0.00142616	0.0850635	0.0367312	0.00258643	0.00856296	0.0233183	0.000995862	0.00859352	0.00100312	0.000957801	0.0215028	0.0166256	0.010283	0.0661336	0.00212979	0.0131406	0.0349052	0.113071	0.0328669	0.000810626	0.0942039	0.087494	0.0509239	0.0328006	0.00826416	0.00421699	0.0118363	0.00357536	0.00803529	0.0510467	0.0284949	0.0387957	0.0338703	0.0786428	0.0167955	0.014363	0.0125431	0.0409746	0.00259893	0.0557145	0.0309643	0.0192894	0.046303	0.0105709	0.0192894	0.0107827	0.0506016	0.0192894	0.00818213	0.0359336	0.00856295	0.0193087	0.0245785	0.00208466	0.00168932	0.0192894	0.00532731	0.00104613	0.0247934	0.0109963	0.0116973	0.00640777	0.0215968	0.00486898	0.023662	0.00214647	0.019525	0.00100003	0.00203913	0.00196285	0.0186833	0.00222436	0.00317718	0.00106677	0.0152951	0.00106815	0.00965022	0.00100481	0.0011514	0.00319489	0.00550416	0.0037054	0.00168189	0.00609792	0.00102579	0.00100484	0.0118178	0.00103112	0.00956183	0.00103669	0.00215084	0.00100481	0.00106806	0.00826715	0.0160253	0.00131997	0.00100001	0.00105075	0.00103115	0.00100378	0.00465111	0.00103094	0.00275302	0.00125278	0.000999917	0.00104614	0.00100483	0.00105786	0.000999963	0.00103108	0.00102686	0.001	
4800	-30075.3	-389.308	5.77243	0.118975	0.141428	0.00462468	0.000449197	0.00016361	0.000448421	0.000587705	0.005616	0.000462524	0.000532898	0.000450414	0.000540116	0.000547069	0.000444735	0.001014	0.0029482	0.000676676	0.00670876	0.0057968	0.000725985	0.00601138	0.0238616	0.00100942	0.00101387	0.00101637	0.00408084	0.0010135	0.0126537	0.000690582	0.000671095	0.000821151	0.00101435	0.000827801	0.000969082	0.00100906	0.00101355	0.00101346	0.00101355	0.00608024	0.00100902	0.000821199	0.0010144	0.0382233	0.00229579	0.00270564	0.00267316	0.0128017	0.00077048	0.0362858	0.000696921	0.0159932	0.001014	0.00100939	0.0010138	0.00101324	0.00423429	0.00356627	0.00487505	0.000990673	0.000710896	0.00101355	0.000733272	0.0010115	0.000969956	0.00144505	0.0861897	0.0372175	0.00262067	0.00867633	0.00701297	0.00100905	0.00870729	0.0010138	0.000970481	0.0217875	0.0168457	0.0104191	0.0670091	0.00215798	0.0133146	0.0353673	0.114568	0.033302	0.000821358	0.0954511	0.0886523	0.051598	0.0332348	0.00837357	0.00427282	0.011993	0.0036607	0.00822707	0.052265	0.0291749	0.0397216	0.0346786	0.0805197	0.0171964	0.0147058	0.0128424	0.0419526	0.00266096	0.0426321	0.0317033	0.0197498	0.0474082	0.0108232	0.0197498	0.01104	0.0518093	0.0197498	0.00837741	0.0269441	0.00876732	0.0171549	0.0251651	0.00213441	0.00172963	0.0197498	0.00545445	0.00107109	0.02873	0.0112587	0.0119765	0.0065607	0.0221123	0.00498519	0.0242267	0.0021977	0.019991	0.0010239	0.0020878	0.0020097	0.0191292	0.00227745	0.00325301	0.00109223	0.0156602	0.00109365	0.00988054	0.0010288	0.00117888	0.00327115	0.00563553	0.00379384	0.00172203	0.00624346	0.00105028	0.00102882	0.0120999	0.00105573	0.00979004	0.00106143	0.00220217	0.00102879	0.000999432	0.00846446	0.0164078	0.00135148	0.00102388	0.00099927	0.00105576	0.00102773	0.00476211	0.00105555	0.00281873	0.00128268	0.00102378	0.00101396	0.000999346	0.00108311	0.000999526	0.000999376	0.00105137	0.00102387	
4900	-30051.8	-389.202	5.72725	0.118975	0.141428	0.00447141	0.000434311	0.000158188	0.000433559	0.000568228	0.00542988	0.000447195	0.000515237	0.000435487	0.000522216	0.000528939	0.000429996	0.000980393	0.0028505	0.00065425	0.00648642	0.00560469	0.000701926	0.033307	0.0230708	0.000975965	0.000967019	0.000982686	0.0039456	0.000979916	0.0122344	0.000667695	0.000648854	0.000793937	0.000980737	0.000800367	0.000936966	0.000975623	0.000979958	0.001	0.000979957	0.00587873	0.000975581	0.000793984	0.00098078	0.0369565	0.0022197	0.00261597	0.00258457	0.0123775	0.000744946	0.0350833	0.000673825	0.0154632	0.000980393	0.00097594	0.000980205	0.000979658	0.00409396	0.00344808	0.00471349	0.000957841	0.000687337	0.000979957	0.00070897	0.000977979	0.000937811	0.00139716	0.0833332	0.0359841	0.00253382	0.00838879	0.00678055	0.00100328	0.00841872	0.000980205	0.000938319	0.0210654	0.0129894	0.0100738	0.0647884	0.00208647	0.02161	0.0341952	0.110771	0.0321984	0.000967032	0.0922877	0.0857143	0.049888	0.0321334	0.00809606	0.00413121	0.0115955	0.0036658	0.00823854	0.0523378	0.0292156	0.0397769	0.034727	0.0806319	0.0172203	0.0147263	0.0128603	0.042011	0.00266466	0.0426915	0.0317475	0.0197773	0.0474742	0.0108383	0.0197773	0.0110554	0.0518815	0.0197773	0.00838908	0.0269816	0.00877954	0.0171788	0.0252002	0.00213739	0.00173204	0.0197773	0.00546205	0.00107259	0.02877	0.0112744	0.0119932	0.00656984	0.0221431	0.00499214	0.0242605	0.00220076	0.0200188	0.00102533	0.00143539	0.0020125	0.0191558	0.00228063	0.00325754	0.00100125	0.015682	0.00109517	0.0098943	0.00103023	0.00100006	0.00327571	0.00564338	0.00379912	0.00172443	0.00625216	0.00105174	0.00103026	0.0121167	0.001	0.00980368	0.00106291	0.00220524	0.00103022	0.00100134	0.00847625	0.0164307	0.00100089	0.00102531	0.00100066	0.00100134	0.00102917	0.00476875	0.00105702	0.00282266	0.00128446	0.00102521	0.00101538	0.00100074	0.00108462	0.00100092	0.00100077	0.00105283	0.00102529	
