Gen	lnL	lnP	TL	Insertion	Deletion	R[1-1]	R[1-2]	R[1-3]	R[1-4]	R[1-5]	R[1-6]	R[1-7]	R[1-8]	R[1-9]	R[1-10]	R[1-11]	R[1-12]	R[2-2]	R[2-3]	R[2-4]	R[2-5]	R[2-6]	R[2-7]	R[2-8]	R[2-9]	R[2-10]	R[2-11]	R[2-12]	R[3-3]	R[3-4]	R[3-5]	R[3-6]	R[3-7]	R[3-8]	R[3-9]	R[3-10]	R[3-11]	R[3-12]	R[4-4]	R[4-5]	R[4-6]	R[4-7]	R[4-8]	R[4-9]	R[4-10]	R[4-11]	R[4-12]	R[5-5]	R[5-6]	R[5-7]	R[5-8]	R[5-9]	R[5-10]	R[5-11]	R[5-12]	R[6-6]	R[6-7]	R[6-8]	R[6-9]	R[6-10]	R[6-11]	R[6-12]	R[7-7]	R[7-8]	R[7-9]	R[7-10]	R[7-11]	R[7-12]	R[8-9]	R[8-10]	R[8-11]	R[8-12]	R[9-9]	R[9-10]	R[9-11]	R[9-12]	R[10-10]	R[10-11]	R[10-12]	R[11-11]	R[11-12]	R[12-12]	F[0]	F[1]	F[2]	F[3]	F[4]	F[5]	F[6]	F[7]	F[8]	F[9]	F[10]	F[11]	F[12]	F[13]	F[14]	F[15]	F[16]	F[17]	F[18]	F[19]	F[20]	F[21]	F[22]	F[23]	F[24]	F[25]	F[26]	F[27]	F[28]	F[29]	F[30]	F[31]	F[32]	F[33]	F[34]	F[35]	F[36]	F[37]	F[38]	F[39]	F[40]	F[41]	F[42]	F[43]	F[44]	F[45]	F[46]	F[47]	F[48]	F[49]	F[50]	F[51]	F[52]	F[53]	F[54]	F[55]	F[56]	F[57]	F[58]	F[59]	F[60]	F[61]	F[62]	F[63]	F[64]	F[65]	F[66]	F[67]	F[68]	F[69]	F[70]	F[71]	F[72]	F[73]	F[74]	F[75]	F[76]	F[77]	F[78]	F[79]	F[80]	F[81]	F[82]	F[83]	F[84]	F[85]	
25100	-30118.1	-449.437	4.81002	0.139598	0.167316	0.00271471	0.000239629	0.000161071	0.000479894	0.000168832	0.000174583	0.000168878	0.000368362	0.00176963	0.000159677	0.000166888	0.000966291	0.0567878	0.000452384	0.0145531	0.00100045	0.00366453	0.0119754	0.0591484	0.000351193	0.000986135	0.000987377	0.00821194	0.00267892	0.00044981	0.000266057	0.000994035	0.000233305	0.000972194	0.000174575	0.000986129	0.000334932	0.00850962	0.0835562	0.000995625	0.0060493	0.0140621	0.000982158	0.000989194	0.00100043	0.00100045	0.000978502	0.131346	0.00441498	0.0172003	0.00581928	0.000328695	0.000974866	0.000989199	0.0145863	0.0716741	0.00343937	0.0139543	0.000999725	0.0011124	0.00642411	0.0137492	0.0465224	0.00798171	0.000630144	0.00345331	0.0171485	0.0190938	0.000974915	0.000986061	0.001	0.00882454	0.00346389	0.000914356	0.000986154	0.000986216	0.0970914	0.0873057	0.0123612	0.09832	0.00719138	0.006881	0.0076444	0.00258385	0.0630309	0.0496705	0.0495565	0.0531834	0.0979467	0.0157279	0.0396828	0.00188652	0.00887333	0.00100246	0.0189063	0.0167248	0.0425104	0.0267256	0.064252	0.00204096	0.0374875	0.00707481	0.0284508	0.00645871	0.0183694	0.00771602	0.00888141	0.001	0.0174691	0.000998399	0.0363348	0.00301061	0.000999986	0.00226045	0.013311	0.00853669	0.00100126	0.000999652	0.034202	0.0167727	0.00620881	0.0141753	0.00306026	0.0307767	0.00219	0.00911861	0.00100638	0.00570614	0.00100249	0.00100245	0.0253802	0.0016462	0.00376676	0.0139082	0.000996537	0.00397464	0.000998934	0.00426569	0.00100498	0.000999652	0.0021293	0.00100127	0.000998401	0.0135604	0.000998397	0.00100494	0.000999988	0.0020415	0.00100495	0.00100249	0.00660954	0.00100639	0.000999987	0.000999648	0.00100124	0.00100245	0.00610302	0.00100124	0.00309138	0.000999133	0.00100125	0.000982612	0.00100125	0.000998438	0.000993939	0.000998436	0.000993858	0.00100124	
25200	-30099.8	-448.174	4.71992	0.139598	0.167316	0.00269463	0.000237856	0.000159879	0.000476343	0.000167583	0.000173291	0.000167629	0.000365637	0.00175654	0.000158496	0.000165653	0.000959142	0.0563677	0.000449037	0.0144454	0.000993051	0.00363742	0.0118868	0.0587108	0.000348595	0.000978839	0.000980072	0.0120268	0.0026591	0.000446483	0.000264089	0.000986681	0.000231579	0.000965001	0.000173284	0.000978833	0.000332455	0.00844667	0.082938	0.000988259	0.00600454	0.013958	0.000974892	0.000996124	0.00099611	0.000993045	0.000971262	0.130374	0.00438231	0.017073	0.00577622	0.000326263	0.000996107	0.000981881	0.0144784	0.0711438	0.00341393	0.013851	0.000992329	0.00110417	0.00637659	0.0136474	0.0461782	0.00792266	0.000625482	0.00342776	0.0170217	0.0189525	0.000967702	0.000978766	0.000992602	0.00875925	0.00343826	0.000907591	0.000978859	0.00445575	0.0963731	0.0866598	0.0122697	0.0975926	0.00713817	0.00683009	0.00763335	0.00258011	0.0629398	0.0495987	0.0494849	0.0531066	0.0978051	0.0157051	0.0396254	0.0018838	0.0088605	0.00100101	0.018879	0.0167006	0.042449	0.026687	0.0641591	0.00203801	0.0374333	0.00706458	0.0284097	0.00644938	0.0183428	0.00770487	0.00886857	0.000998554	0.0174438	0.000996956	0.0362823	0.00300626	0.00332871	0.00225719	0.0132918	0.00852435	0.000999815	0.000998207	0.0341525	0.0158248	0.00619984	0.0141548	0.00305584	0.0307322	0.00218684	0.00910543	0.00100492	0.00569789	0.00100104	0.001001	0.0253435	0.00164382	0.00376132	0.0138881	0.00100092	0.0039689	0.00099749	0.00425952	0.00100353	0.000998207	0.00212622	0.000999822	0.000996957	0.0135408	0.00100092	0.00100349	0.000998543	0.00203855	0.0010035	0.00100089	0.00659998	0.00100493	0.000998542	0.000998203	0.000999796	0.00100101	0.00609419	0.00100089	0.00308691	0.000997689	0.000999803	0.00100091	0.0009998	0.000996995	0.000992502	0.000996992	0.00100089	0.000999795	
25300	-30115.8	-446.782	4.58074	0.139598	0.167316	0.0027129	0.000239468	0.000160963	0.000479573	0.000168719	0.000174466	0.000168765	0.000368116	0.00176845	0.000159571	0.000166776	0.000965645	0.0567498	0.000452082	0.0145434	0.000999784	0.00366209	0.0119674	0.0591088	0.000350958	0.000985475	0.000986717	0.0121084	0.00267713	0.00044951	0.000265879	0.00100962	0.000233149	0.000971544	0.000174458	0.00098547	0.000334709	0.00850393	0.0835003	0.00100679	0.00604525	0.0140527	0.000981502	0.00100961	0.00100286	0.000999778	0.000977848	0.131258	0.00441202	0.0171888	0.00862437	0.000328476	0.00100286	0.000988538	0.0145766	0.0620024	0.00343707	0.0139449	0.000999057	0.00111166	0.00641982	0.01374	0.0464913	0.00797637	0.000629723	0.003451	0.0171371	0.019081	0.000974263	0.000985402	0.000999332	0.00881864	0.00346157	0.000913745	0.000985495	0.00448596	0.0970265	0.0872473	0.0123529	0.0982543	0.00718657	0.0068764	0.00763161	0.00257952	0.0629254	0.0495873	0.0494736	0.0530944	0.0977828	0.0157015	0.0396164	0.00188337	0.00885848	0.00100078	0.0188747	0.0166968	0.0424393	0.0266809	0.0641444	0.00203755	0.0374248	0.00706297	0.0284032	0.00644791	0.0183386	0.00770311	0.00886654	0.000998327	0.0174398	0.000996728	0.036274	0.00300558	0.00332795	0.00225667	0.0132888	0.00852241	0.000999587	0.00099798	0.0341447	0.0158212	0.00619842	0.0141515	0.00305514	0.0307252	0.00218634	0.00910335	0.00100469	0.00569659	0.00100081	0.00100077	0.0253378	0.00164344	0.00376046	0.0138849	0.00099977	0.00396799	0.000997263	0.00425855	0.000999768	0.00099798	0.00212573	0.000999594	0.00099673	0.0135377	0.00100069	0.00123312	0.000998315	0.00203808	0.00100327	0.00100067	0.00659848	0.000999771	0.000998314	0.000997975	0.000999567	0.00100078	0.0060928	0.00100067	0.0030862	0.000997461	0.000999575	0.00100069	0.000999768	0.000996767	0.000999776	0.000996765	0.00100066	0.000999567	
25400	-30090.9	-442.728	4.58074	0.140503	0.166411	0.00271555	0.000239702	0.00016112	0.000480041	0.000168883	0.000174636	0.00016893	0.000368475	0.00177017	0.000159726	0.000166939	0.00100101	0.0568052	0.000452523	0.0145576	0.00100039	0.00366566	0.0119791	0.0591665	0.000351301	0.000986437	0.00098768	0.0121202	0.00267974	0.000449948	0.000266139	0.00265387	0.000233377	0.000972492	0.000174629	0.000986432	0.000335035	0.00851224	0.0835818	0.00100777	0.00605116	0.0140664	0.00098246	0.00101059	0.00100384	0.00100075	0.000978802	0.131386	0.00441633	0.0172055	0.00636874	0.000328796	0.00100384	0.000989503	0.0145908	0.0620629	0.00344043	0.0139586	0.00100003	0.00111274	0.00642609	0.0137534	0.0465367	0.00798416	0.000630337	0.00306527	0.0171538	0.0190997	0.000975214	0.000986364	0.001	0.00882725	0.00346495	0.000914637	0.000986457	0.00449034	0.0971212	0.0873325	0.012365	0.0983502	0.00719359	0.00688311	0.00763158	0.00257951	0.0629252	0.0495872	0.0494734	0.0530943	0.0977825	0.0157015	0.0396163	0.00188336	0.00885846	0.00100078	0.0188747	0.0166967	0.0424392	0.0266808	0.0641443	0.00203754	0.0374247	0.00706295	0.0284031	0.00644789	0.0183386	0.00770309	0.00886652	0.000998324	0.0174398	0.000996726	0.0362739	0.00300557	0.00332794	0.00225667	0.0132887	0.00852238	0.000999584	0.000997977	0.0341446	0.0158212	0.0061984	0.0141515	0.00305513	0.0307251	0.00218633	0.00910333	0.00100469	0.00569657	0.00100081	0.00100077	0.0253377	0.00164344	0.00376045	0.0138849	0.000999767	0.00396798	0.00099726	0.00425854	0.000999766	0.000997977	0.00212573	0.000999591	0.000996727	0.0135377	0.00100069	0.00123312	0.000998312	0.00203808	0.00100326	0.00100066	0.00659846	0.000999997	0.000998311	0.000997972	0.000999565	0.00100077	0.00609279	0.00100066	0.00308619	0.001	0.000999572	0.00100068	0.000999766	0.000996764	0.000999773	0.000996762	0.00100066	0.000999564	
25500	-30098.4	-442.39	4.58074	0.140503	0.166411	0.00268846	0.000237311	0.000159513	0.000475252	0.000167199	0.000172894	0.000167245	0.000364799	0.00175251	0.000158133	0.000165273	0.000991025	0.0562386	0.000448009	0.0144123	0.00099041	0.00362909	0.0118596	0.0585763	0.000347796	0.000976597	0.000977827	0.024394	0.00265301	0.00044546	0.000263484	0.00262739	0.000231049	0.000962791	0.000172887	0.000976591	0.000331693	0.00842732	0.0821592	0.000997721	0.00599079	0.0139261	0.000972659	0.000988298	0.000993829	0.000988296	0.000969038	0.130076	0.00437228	0.0170339	0.00630521	0.000325516	0.000993826	0.000979632	0.0144452	0.0614438	0.00340611	0.0138193	0.000990056	0.001	0.00636198	0.0136162	0.0460724	0.00790451	0.000624049	0.00303469	0.0169827	0.0189091	0.000965486	0.000976524	0.000990024	0.00873919	0.00343038	0.000905513	0.000976617	0.00273161	0.0961524	0.0864613	0.0122416	0.0973691	0.00712183	0.00681444	0.00763162	0.00257953	0.0629255	0.0495875	0.0494737	0.0530946	0.097783	0.0157016	0.0396165	0.00188337	0.0088585	0.00100078	0.0188747	0.0166968	0.0424394	0.0266809	0.0641446	0.00203755	0.0374249	0.00706299	0.0284032	0.00644792	0.0183387	0.00770313	0.00886656	0.000998329	0.0174399	0.000996731	0.0362741	0.00300558	0.00332796	0.00225668	0.0132888	0.00852243	0.001	0.000997982	0.0341448	0.0158213	0.00619843	0.0141516	0.00305515	0.0307253	0.00218634	0.00910337	0.001	0.0056966	0.00100081	0.00100078	0.0253378	0.00164345	0.00376047	0.013885	0.000999772	0.003968	0.000997265	0.00425856	0.00099977	0.000997982	0.00212574	0.000999596	0.000996732	0.0135377	0.00100069	0.00123312	0.000998317	0.00203809	0.00100327	0.00100067	0.00659849	0.001	0.000998316	0.000997977	0.00099957	0.00100078	0.00609282	0.001	0.00308621	0.001	0.000999577	0.00100069	0.000999771	0.000996769	0.000999778	0.000996767	0.00100067	0.000999569	
25600	-30082.1	-444.144	4.80693	0.140503	0.166411	0.00272689	0.000240703	0.000161793	0.000482046	0.000169589	0.000175366	0.000169635	0.000370014	0.00177756	0.000160393	0.000167636	0.00100519	0.0570424	0.000454412	0.0146184	0.00100457	0.00368097	0.0120291	0.0689313	0.000352768	0.000990556	0.000991804	0.0247427	0.00269093	0.000451827	0.00026725	0.00266495	0.000234351	0.000976553	0.000175358	0.000990551	0.000336434	0.00854778	0.0833336	0.00101198	0.00607642	0.0141251	0.000990494	0.000990482	0.00099049	0.00100242	0.000982889	0.131935	0.00335225	0.0172774	0.00639533	0.000330169	0.00100803	0.000993635	0.0146517	0.0623221	0.00345479	0.0140168	0.00100421	0.00101429	0.00645292	0.0138108	0.046731	0.0080175	0.00063297	0.00307807	0.0172254	0.0191794	0.000979286	0.000990482	0.00100418	0.00886411	0.00347942	0.000918456	0.000990576	0.00277065	0.078916	0.0876972	0.00832379	0.0987609	0.00722362	0.00691185	0.0076441	0.00258375	0.0630285	0.0496686	0.0495546	0.0531814	0.0979429	0.0157273	0.0396812	0.00188645	0.00887299	0.00100242	0.0189056	0.0167241	0.0425088	0.0267246	0.0642495	0.00204089	0.0374861	0.00707454	0.0284497	0.00645847	0.0182795	0.00771573	0.00888107	0.000999962	0.0174684	0.000998361	0.0363334	0.0030105	0.001	0.00226037	0.0133105	0.00853636	0.00100164	0.000999614	0.0342007	0.0158471	0.00620857	0.0141747	0.00306014	0.0307755	0.00218992	0.00911826	0.00100164	0.00570592	0.00100245	0.00100233	0.0253793	0.00164613	0.00376662	0.0139077	0.00100141	0.00397449	0.000998896	0.00426553	0.00100141	0.000999614	0.00212921	0.00100123	0.000998362	0.0135599	0.00100233	0.00123514	0.00099995	0.00204142	0.00100491	0.0010023	0.00660928	0.00100164	0.000999949	0.000999609	0.0010012	0.00100242	0.00610278	0.00100164	0.00387876	0.00100233	0.00100121	0.001	0.00100141	0.001	0.00100164	0.000998397	0.00100164	0.0010012	
25700	-30081.8	-444.235	4.7991	0.140503	0.166411	0.00258559	0.000228231	0.000153409	0.000457068	0.000160801	0.000166279	0.000160846	0.000350841	0.00168546	0.000152083	0.00015895	0.00094818	0.0540868	0.000430867	0.0138609	0.000952515	0.00349024	0.013861	0.0653596	0.000334489	0.000939231	0.000940414	0.0234607	0.0025515	0.000428416	0.000253402	0.00252687	0.000222208	0.000925953	0.000166272	0.000939225	0.000319002	0.00810488	0.0790157	0.000959547	0.00576157	0.0133932	0.000939172	0.00093916	0.000939168	0.000950482	0.000931961	0.125099	0.00317856	0.0163822	0.00606396	0.000313061	0.0009558	0.001	0.0138925	0.108382	0.00327578	0.0132906	0.000948176	0.000961738	0.00611856	0.0130952	0.0443096	0.00760207	0.000600172	0.00291858	0.0163329	0.0181856	0.000950653	0.00093916	0.000952144	0.00840482	0.00329913	0.000870866	0.00093925	0.00262709	0.0748269	0.0831531	0.00789249	0.0936436	0.00684933	0.00655371	0.0076441	0.00258375	0.0630285	0.0496686	0.0495546	0.0531814	0.0979429	0.0157273	0.0396812	0.00188645	0.00887299	0.00100242	0.0189056	0.0167241	0.0425088	0.0267246	0.0642495	0.00204088	0.0374861	0.00707454	0.0284497	0.00645846	0.0182795	0.00771573	0.00888106	0.000999962	0.0174684	0.000998361	0.0363334	0.0030105	0.001	0.00226037	0.0133105	0.00853636	0.00100164	0.000999614	0.0342007	0.0158471	0.00620857	0.0141747	0.00306014	0.0307755	0.00218992	0.00911826	0.00100164	0.00570592	0.00100245	0.00100233	0.0253793	0.00164613	0.00376662	0.0139077	0.001	0.00397449	0.001	0.00426553	0.00100141	0.000999614	0.00212921	0.00100123	0.000998362	0.0135599	0.00100233	0.00123514	0.00099995	0.00204142	0.00100491	0.0010023	0.00660928	0.00100164	0.000999949	0.001	0.0010012	0.00100242	0.00610278	0.00100164	0.00387876	0.00100233	0.00100121	0.001	0.00100141	0.001	0.00100164	0.000998397	0.00100164	0.0010012	
25800	-30082.1	-443.526	4.69435	0.140503	0.166411	0.00256433	0.000226354	0.000152148	0.000453309	0.000159479	0.000164912	0.000159523	0.000347956	0.0016716	0.000150832	0.000157643	0.00118276	0.053642	0.000427323	0.0137469	0.000944681	0.00346153	0.013747	0.0648221	0.000331738	0.000931506	0.00093268	0.0232677	0.00253052	0.000424892	0.000251318	0.00250608	0.000220381	0.000918337	0.000164904	0.000931501	0.000316378	0.00803822	0.0783658	0.000951655	0.00571419	0.0132831	0.000931448	0.000931436	0.000931444	0.000942665	0.000924296	0.12407	0.00315242	0.0162474	0.00601408	0.000310487	0.000947939	0.000991776	0.0137783	0.10749	0.00324884	0.00632393	0.000940378	0.000953829	0.00606824	0.0109314	0.0439452	0.00893887	0.000595236	0.00289458	0.0161986	0.0335323	0.000942835	0.000931436	0.000944314	0.00833569	0.003272	0.000863704	0.000931525	0.00260548	0.0742115	0.0824692	0.00782758	0.0928734	0.006793	0.00649981	0.00905283	0.00258485	0.0630553	0.0496897	0.0495757	0.0532041	0.0979846	0.015734	0.0396982	0.00188726	0.00887677	0.00100285	0.0189137	0.0167312	0.0425269	0.0267359	0.0642769	0.00204175	0.0375021	0.00707755	0.0284618	0.00646122	0.0182873	0.00771901	0.00888485	0.00100039	0.0174758	0.001	0.0363489	0.00301178	0.00100043	0.00226133	0.0133162	0.00854	0.001	0.00100004	0.0342152	0.0158539	0.00621122	0.0141807	0.00306145	0.0307886	0.00219085	0.00912214	0.00100206	0.00570835	0.00100288	0.000999999	0.0253901	0.00164683	0.00376822	0.0139136	0.00100043	0.00397619	0.00100043	0.00426734	0.00100183	0.00100004	0.00213012	0.00100166	0.000998788	0.0135657	0.00100276	0.00123567	0.00100038	0.00204229	0.00100534	0.00100273	0.0066121	0.001	0.00100037	0.00100043	0.00100163	0.00100284	0.00610538	0.00100206	0.00205494	0.00100276	0.00100164	0.001	0.00100183	0.00100043	0.00100206	0.000998823	0.00100206	0.00100163	
25900	-30106.2	-446.252	4.9162	0.140503	0.166411	0.00255949	0.000225926	0.00015186	0.000452453	0.000159178	0.0001646	0.000159222	0.000347299	0.00166844	0.000150547	0.000157345	0.00118052	0.0535407	0.000426516	0.0137209	0.000942897	0.003455	0.0137211	0.0646997	0.000331112	0.001	0.000930918	0.0232238	0.00252574	0.00042409	0.000250844	0.00250135	0.000219965	0.000916603	0.000164593	0.000929742	0.000315781	0.00802304	0.0749853	0.000949858	0.0057034	0.013258	0.000929689	0.000929677	0.000929685	0.000940885	0.000922551	0.123836	0.00314646	0.0162167	0.00600273	0.0003099	0.000946149	0.000989903	0.020007	0.107287	0.00324271	0.00631199	0.000938602	0.000952027	0.00605678	0.0109108	0.0438622	0.00892199	0.000594112	0.00288911	0.016168	0.0334689	0.00100125	0.000929677	0.000994931	0.00831995	0.00326582	0.000862073	0.000929766	0.00260056	0.0740714	0.0823135	0.0078128	0.092698	0.0054636	0.00648754	0.00905288	0.00258486	0.0630557	0.04969	0.049576	0.0532044	0.0979853	0.0157341	0.0396984	0.00188727	0.00887682	0.00100285	0.0189138	0.0167313	0.0425272	0.0267361	0.0642773	0.00204177	0.0375023	0.0070776	0.028462	0.00646126	0.0182874	0.00771906	0.00888491	0.00100039	0.0174759	0.00100001	0.0363491	0.0030118	0.00100043	0.00226134	0.0133163	0.00854006	0.001	0.00100005	0.0342155	0.015854	0.00621126	0.0141808	0.00306147	0.0307888	0.00219086	0.0091222	0.00100207	0.00570839	0.00100288	0.00100001	0.0253902	0.00164685	0.00376825	0.0139137	0.001	0.00397621	0.00100043	0.00426737	0.00100184	0.00100005	0.00213014	0.00100166	0.000998794	0.0135657	0.00100277	0.00123567	0.00100038	0.0020423	0.00100534	0.00100274	0.00661214	0.00100001	0.001	0.00100043	0.00100164	0.001	0.00610542	0.00100207	0.00205496	0.001	0.00100164	0.00100001	0.00100184	0.00100043	0.00100207	0.000998829	0.00100207	0.00100164	
26000	-30116.7	-444.069	4.681	0.140503	0.166411	0.00249478	0.000220214	0.000148021	0.000441014	0.000155153	0.000160439	0.000155196	0.000338518	0.00162626	0.000146741	0.000153367	0.00115068	0.052187	0.000415733	0.013374	0.000919058	0.00336764	0.0133742	0.0630639	0.00032274	0.000974717	0.000907382	0.0226366	0.00246188	0.000413368	0.000244502	0.00243811	0.000214403	0.000893429	0.000160432	0.000906235	0.000307797	0.0078202	0.0923428	0.000925843	0.0055592	0.0129228	0.000906184	0.000906173	0.00090618	0.000917096	0.000899226	0.120705	0.00306691	0.0158067	0.00585096	0.000302065	0.000922228	0.000964875	0.0195012	0.104575	0.00316072	0.00615241	0.000914872	0.000927958	0.00590365	0.0106349	0.0427533	0.00869642	0.000579091	0.000972874	0.0157592	0.0326227	0.000975932	0.000906173	0.000969777	0.0081096	0.00318325	0.000840277	0.000906259	0.00253481	0.0721987	0.0879411	0.00761527	0.0903544	0.00532547	0.00648722	0.00905208	0.00258463	0.0630501	0.0496856	0.0495716	0.0531997	0.0979766	0.0157327	0.0396949	0.0018871	0.00887604	0.00100276	0.0189121	0.0167299	0.0425234	0.0267337	0.0642716	0.00204159	0.037499	0.00707697	0.0284595	0.00646069	0.0182858	0.00771838	0.00888412	0.00100031	0.0174744	0.000999918	0.0363459	0.00301153	0.00100034	0.00226114	0.0133151	0.0085393	0.000999915	0.000999958	0.0342124	0.0158526	0.00621071	0.0141796	0.0030612	0.0307861	0.00219067	0.00912139	0.00100198	0.00570788	0.0010028	0.000999916	0.025388	0.0016467	0.00376791	0.0139125	0.000999914	0.00397586	0.00100034	0.00426699	0.00100175	0.00109349	0.00212995	0.00100158	0.000998705	0.0135645	0.00100268	0.00123557	0.00100029	0.00204212	0.00100525	0.000999909	0.00661156	0.000999922	0.000999915	0.00100034	0.00100155	0.000999911	0.00610488	0.00100198	0.00205478	0.000999915	0.00100156	0.000999919	0.00100175	0.00100035	0.000999906	0.00099874	0.00100198	0.00100155	
26100	-30110.3	-444.577	4.681	0.140503	0.166411	0.00249425	0.000220168	0.00014799	0.000440921	0.000155121	0.000160405	0.000155163	0.000338447	0.00162592	0.00014671	0.000153334	0.00115043	0.052176	0.000415645	0.0133712	0.000918864	0.00336693	0.0133714	0.0630506	0.000322672	0.001	0.000999939	0.0226318	0.00246136	0.000413281	0.00024445	0.0024376	0.000214358	0.000893241	0.000160398	0.000906044	0.000307732	0.00781855	0.0923234	0.000925648	0.00555803	0.0129201	0.000905992	0.000905982	0.000905989	0.000916903	0.000899036	0.120679	0.00306626	0.0158034	0.00584973	0.000302002	0.000922033	0.000999975	0.019497	0.104553	0.00316006	0.00615111	0.000914679	0.000927762	0.0059024	0.0106327	0.0427443	0.00869458	0.000578969	0.000999846	0.0157559	0.0326159	0.000975726	0.000905982	0.000999819	0.00810789	0.00318258	0.0008401	0.000906068	0.00253428	0.0721834	0.0879226	0.00761366	0.0903353	0.00532435	0.00648585	0.00907039	0.00258986	0.0631777	0.0497861	0.0496719	0.0533073	0.0981748	0.0157645	0.0397752	0.00189092	0.00889399	0.00100479	0.0189504	0.0167637	0.0426094	0.0267878	0.0644016	0.00204572	0.0375748	0.00709129	0.028517	0.00647375	0.0183228	0.00773399	0.00890209	0.00100233	0.0175097	0.001	0.0364194	0.00301763	0.00100237	0.00226572	0.013342	0.00855657	0.00100194	0.00100198	0.0342816	0.0158846	0.00622327	0.0142083	0.00306739	0.0308484	0.0021951	0.00913984	0.00100401	0.00571943	0.00100482	0.00100223	0.0254393	0.00165003	0.00377553	0.0139406	0.00100179	0.0039839	0.00100237	0.00471484	0.00100378	0.0010957	0.00213425	0.0010036	0.00100073	0.013592	0.00100471	0.00100179	0.00100232	0.00204625	0.00100729	0.00100193	0.00662493	0.00100194	0.00100223	0.00100237	0.00100357	0.00100193	0.00389145	0.00100401	0.00205893	0.00100194	0.00100358	0.00100194	0.00100378	0.00100237	0.00100193	0.00100223	0.00100401	0.00100357	
26200	-30103.7	-444.577	4.681	0.140503	0.166411	0.0025629	0.000226228	0.000152063	0.000453057	0.00015939	0.00016482	0.000159434	0.000347763	0.00167067	0.000150748	0.000157555	0.0011821	0.0536121	0.000427086	0.0137393	0.000944156	0.00345961	0.0137394	0.0378764	0.000331554	0.00102753	0.00102753	0.0232548	0.00252911	0.000424656	0.000251179	0.00250469	0.000220258	0.000917827	0.000164813	0.000930983	0.000316203	0.00803375	0.0948646	0.000951126	0.00571101	0.0132757	0.00093093	0.000930919	0.000930926	0.000942141	0.000923782	0.124001	0.00315066	0.0162384	0.00601074	0.000310314	0.000947412	0.0010275	0.0185827	0.107431	0.00324704	0.00632042	0.000939855	0.000953298	0.00606487	0.0117083	0.0439208	0.0089339	0.000594905	0.00107988	0.0161896	0.0335136	0.00100258	0.000930919	0.00102734	0.00833106	0.00327018	0.000863224	0.000931007	0.00260404	0.0741703	0.0903426	0.00782323	0.0928218	0.0054709	0.00666438	0.00912781	0.00260626	0.0635776	0.0501013	0.0435307	0.0536447	0.0969396	0.0158643	0.040027	0.00190289	0.00895029	0.00101115	0.0190703	0.0168698	0.0428791	0.0269574	0.0648092	0.00205867	0.0378127	0.00713617	0.0286975	0.00651473	0.0184388	0.00778295	0.00895844	0.00100867	0.0176206	0.00100633	0.0366499	0.00303673	0.00100871	0.00228006	0.0134265	0.00861073	0.00100828	0.00100002	0.0344986	0.0159852	0.00626266	0.0142982	0.00308681	0.0310437	0.002209	0.0091977	0.00100632	0.00575563	0.00101118	0.00100857	0.0278526	0.00166047	0.00379943	0.0140288	0.00100813	0.00400912	0.00100871	0.00450919	0.001	0.00110264	0.00214776	0.00100995	0.00100706	0.013678	0.00101107	0.00100813	0.00100866	0.0020592	0.00101366	0.00100827	0.00666686	0.00100829	0.00100857	0.00100871	0.00100633	0.00100828	0.00391608	0.00101036	0.00207196	0.00100001	0.00100993	0.00100828	0.00101013	0.00100871	0.00100827	0.00100857	0.00101036	0.00100993	
26300	-30124.7	-445.254	4.681	0.140503	0.166411	0.00256251	0.000226193	0.00015204	0.000452988	0.000159366	0.000164795	0.00015941	0.000347709	0.00167041	0.000150725	0.000157531	0.00118192	0.0536039	0.00042702	0.0137372	0.000944011	0.00345908	0.0137373	0.0378706	0.000331503	0.001	0.00102737	0.0232512	0.00252872	0.000424591	0.00025114	0.00250431	0.000220225	0.001	0.000164787	0.00093084	0.000316154	0.00803252	0.09485	0.000999918	0.00571014	0.0132737	0.000930787	0.000930776	0.000930783	0.000941996	0.000923641	0.123982	0.00315018	0.0162359	0.00600982	0.000310266	0.000947267	0.00102734	0.0185799	0.107414	0.00324654	0.00631945	0.000999976	0.000953152	0.00606394	0.0117065	0.0439141	0.00893253	0.000594814	0.000999896	0.0161871	0.0335085	0.00100243	0.000999976	0.00102718	0.00832978	0.00326968	0.000863091	0.000930864	0.00260364	0.0741589	0.0903288	0.00782203	0.0928075	0.00547006	0.00666336	0.00908423	0.00259381	0.063274	0.0498621	0.0433229	0.0533886	0.0964768	0.0157885	0.0398359	0.0018938	0.00890756	0.000995202	0.0189793	0.0167893	0.0426744	0.0268287	0.0644998	0.00204884	0.0376322	0.0071021	0.0285605	0.00648363	0.0183507	0.00774579	0.00891567	0.00100386	0.0175364	0.000995213	0.0404039	0.00390675	0.0010039	0.00226917	0.0133624	0.00856962	0.00100347	0.000995244	0.0343339	0.0159089	0.00623276	0.0142299	0.00307207	0.0308954	0.00219845	0.00915379	0.000995219	0.00572815	0.00100636	0.00100375	0.0277196	0.00165255	0.00378129	0.0139619	0.000995194	0.00398998	0.0010039	0.00448767	0.000995226	0.00109737	0.00213751	0.00100513	0.00100225	0.0136127	0.00100624	0.000996071	0.00100385	0.00204937	0.00100882	0.00100346	0.00663503	0.00100347	0.00100375	0.0010039	0.00100152	0.00100346	0.00389738	0.00100554	0.00206207	0.000995236	0.00100511	0.00100347	0.00100531	0.0010039	0.00100346	0.00100376	0.00100554	0.0010051	
