Gen	lnL	lnP	TL	Insertion	Deletion	
568000	-36192.1	-993.033	3.30091	0.203105	0.24328	
568100	-36202.5	-992.764	3.29205	0.203105	0.24328	
568200	-36211.7	-992.355	3.23311	0.203105	0.24328	
568300	-36208.5	-993.176	3.38745	0.203105	0.24328	
568400	-36212.2	-991.985	3.2142	0.203105	0.24328	
568500	-36231.5	-991.586	3.12008	0.203105	0.24328	
568600	-36226.5	-993.17	3.2785	0.203105	0.24328	
568700	-36232.5	-986.465	3.2785	0.205518	0.240867	
568800	-36206.4	-986.123	3.32368	0.205518	0.240867	
568900	-36184.5	-982.409	3.20602	0.19749	0.231459	
569000	-36204.6	-982.718	3.2052	0.19749	0.231459	
569100	-36202.6	-987.205	3.11692	0.221482	0.259577	
569200	-36195.8	-986.888	3.11692	0.221482	0.259577	
569300	-36161	-985.981	3.15318	0.221482	0.259577	
569400	-36143.7	-985.663	3.15318	0.221482	0.259577	
569500	-36139.5	-985.505	3.15318	0.221482	0.259577	
569600	-36153.3	-984.803	3.15318	0.221679	0.259381	
569700	-36179.5	-984.512	3.0298	0.221679	0.259381	
569800	-36175.2	-984.526	3.20419	0.192718	0.22934	
569900	-36186.6	-988.542	3.20419	0.20788	0.247383	
570000	-36193.7	-987.318	3.16353	0.201765	0.240106	
570100	-36220.4	-989.022	3.26429	0.201765	0.240106	
570200	-36205.8	-988.508	3.26516	0.201765	0.240106	
570300	-36199.5	-989.877	3.38462	0.201765	0.240106	
570400	-36170.4	-988.91	3.37496	0.201765	0.240106	
570500	-36150	-988.338	3.35256	0.201765	0.240106	
570600	-36149.4	-988.458	3.29497	0.201765	0.240106	
570700	-36140.7	-988.541	3.22744	0.206812	0.246113	
570800	-36155.9	-988.059	3.1445	0.206812	0.246113	
570900	-36138.2	-987.537	3.1445	0.206812	0.246113	
571000	-36141.1	-988.847	3.27548	0.206812	0.246113	
571100	-36125.9	-987.284	3.18875	0.206812	0.246113	
571200	-36120.3	-986.563	3.13407	0.206812	0.246113	
571300	-36108.2	-983.239	3.13407	0.193224	0.229943	
571400	-36100.4	-984.528	3.28036	0.193224	0.229943	
571500	-36094.3	-983.318	3.15934	0.193224	0.229943	
571600	-36101.5	-985.754	3.22899	0.200373	0.23845	
571700	-36111.1	-987.453	3.41624	0.200373	0.23845	
571800	-36115.2	-987.163	3.38583	0.199643	0.237581	
571900	-36113.4	-987.51	3.38583	0.199643	0.237581	
572000	-36112.8	-985.11	3.12837	0.199643	0.237581	
572100	-36111.8	-986.176	3.12035	0.204876	0.243808	
572200	-36112.4	-987.095	3.22973	0.204876	0.243808	
572300	-36135.9	-988.226	3.27322	0.204876	0.243808	
572400	-36152.9	-988.922	3.27322	0.204876	0.243808	
572500	-36167.7	-989.618	3.27322	0.204876	0.243808	
572600	-36174.5	-988.12	3.12343	0.204876	0.243808	
572700	-36172.7	-987.946	3.12343	0.204876	0.243808	
572800	-36185	-989.434	3.20263	0.204876	0.243808	
572900	-36205.1	-988.993	3.1411	0.204876	0.243808	
573000	-36205.9	-988.982	3.19218	0.204876	0.243808	
573100	-36229.3	-991.163	3.34074	0.204876	0.243808	
573200	-36234	-991.294	3.28419	0.204876	0.243808	
573300	-36226.7	-990.218	3.16603	0.20695	0.246277	
573400	-36232.1	-991.777	3.32186	0.20695	0.246277	
573500	-36248.1	-990.472	3.15657	0.20695	0.246277	
573600	-36242.7	-991.398	3.23185	0.20695	0.246277	
573700	-36237.1	-991.92	3.23185	0.20695	0.246277	
573800	-36208.2	-990.703	3.23185	0.20695	0.246277	
573900	-36204.6	-990.529	3.23185	0.20695	0.246277	
574000	-36185.1	-990.181	3.23185	0.20695	0.246277	
574100	-36160.6	-994.664	3.26574	0.205606	0.24762	
574200	-36159.7	-993.308	3.13008	0.205606	0.24762	
574300	-36160.9	-993.494	3.13008	0.205606	0.24762	
574400	-36145.4	-992.447	3.13008	0.205076	0.246982	
574500	-36132.7	-991.901	3.14988	0.205076	0.246982	
574600	-36154.5	-992.182	3.08498	0.205076	0.246982	
574700	-36156.8	-993.961	3.31867	0.205076	0.246982	
574800	-36159.2	-993.409	3.22627	0.205076	0.246982	
574900	-36162.6	-994.153	3.22627	0.205076	0.246982	
575000	-36153.7	-993.967	3.22627	0.205076	0.246982	
575100	-36164.6	-994.339	3.22627	0.205076	0.246982	
575200	-36167.8	-986.585	3.13481	0.207137	0.24492	
575300	-36143.7	-986.749	3.21829	0.207137	0.24492	
575400	-36133.1	-986.414	3.21829	0.207137	0.24492	
575500	-36136.1	-986.58	3.20133	0.207137	0.24492	
575600	-36131.7	-985.91	3.20133	0.207137	0.24492	
575700	-36136.2	-986.192	3.37437	0.207953	0.244105	
575800	-36143.3	-984.833	3.20642	0.207953	0.244105	
575900	-36151.8	-984.607	3.19982	0.207953	0.244105	
576000	-36160.2	-985.054	3.24453	0.207953	0.244105	
576100	-36153.1	-981.668	3.17239	0.19791	0.232316	
576200	-36182	-982.47	3.17239	0.19791	0.232316	
576300	-36192.5	-984.895	3.26432	0.19747	0.232755	
576400	-36185.2	-986.956	3.03261	0.217564	0.256439	
576500	-36184.1	-986.791	3.03261	0.217564	0.256439	
576600	-36184.7	-986.791	3.03261	0.217564	0.256439	
576700	-36189.6	-988.899	3.22689	0.217564	0.256439	
576800	-36201.8	-988.807	3.20128	0.217564	0.256439	
576900	-36212.3	-986.966	3.16393	0.218482	0.255521	
577000	-36203.2	-986.966	3.16393	0.218482	0.255521	
577100	-36197.9	-986.717	3.15465	0.218482	0.255521	
577200	-36170.1	-986.56	3.15465	0.218482	0.255521	
577300	-36154.1	-985.415	3.11842	0.218482	0.255521	
577400	-36161.9	-986.181	3.16369	0.218482	0.255521	
577500	-36129.9	-984.404	3.15826	0.218482	0.255521	
577600	-36119.8	-988.794	3.11559	0.216152	0.257851	
577700	-36101.4	-988.758	3.2178	0.216152	0.257851	
577800	-36095.8	-985.263	3.10105	0.217038	0.256964	
577900	-36092.6	-987.225	3.17322	0.216602	0.257401	
578000	-36080.3	-987.053	3.17322	0.216602	0.257401	
578100	-36093.2	-987.321	3.14827	0.216602	0.257401	
578200	-36089.8	-986.955	3.12889	0.216602	0.257401	
578300	-36098.6	-984.611	3.12889	0.204314	0.242799	
578400	-36090	-983.467	3.049	0.204314	0.242799	
578500	-36072.7	-982.604	3.049	0.204314	0.242799	
578600	-36053.3	-984.722	3.31261	0.204314	0.242799	
578700	-36051.2	-983.044	3.32534	0.204993	0.242121	
578800	-36032.9	-980.072	3.14461	0.204993	0.242121	
578900	-36032.2	-982.978	3.25735	0.204373	0.24274	
579000	-36049.6	-981.73	3.02924	0.204373	0.24274	
579100	-36041.9	-984.05	3.19783	0.20806	0.247119	
579200	-36044.2	-984.566	3.19783	0.20806	0.247119	
579300	-36057	-984.761	3.1485	0.20806	0.247119	
579400	-36074.3	-985.567	3.16024	0.20806	0.247119	
579500	-36068.5	-982.706	3.16685	0.206738	0.243394	
579600	-36093.5	-983.825	3.20788	0.205491	0.241927	
579700	-36107.1	-984.41	3.24828	0.205573	0.242023	
579800	-36107.7	-984.536	3.28384	0.205268	0.241664	
579900	-36114.8	-984.672	3.26482	0.205268	0.241664	
580000	-36127.9	-984.998	3.26482	0.205268	0.241664	
580100	-36126.8	-986.164	3.13846	0.215673	0.253915	
580200	-36135.6	-987.492	3.25493	0.215673	0.253915	
580300	-36151.2	-987.49	3.20582	0.215673	0.253915	
580400	-36165.7	-989.592	3.07113	0.214573	0.255015	
580500	-36169.3	-991.14	3.17412	0.214573	0.255015	
580600	-36181.6	-993.273	3.35296	0.214573	0.255015	
580700	-36162.6	-991.321	3.20956	0.214573	0.255015	
580800	-36172.7	-990.558	3.08138	0.214573	0.255015	
580900	-36175	-990.558	3.08138	0.214573	0.255015	
581000	-36171.7	-993.091	3.36923	0.214573	0.255015	
581100	-36160.9	-992.573	3.36923	0.214573	0.255015	
581200	-36172.7	-991.76	3.25343	0.214573	0.255015	
581300	-36143.3	-987.993	3.25343	0.215411	0.254177	
581400	-36145.6	-987.662	3.25343	0.215411	0.254177	
581500	-36136.1	-987.149	3.25179	0.215411	0.254177	
581600	-36146.7	-984.562	3.19491	0.203877	0.240567	
581700	-36169.5	-987.65	3.20136	0.202982	0.241462	
581800	-36169.5	-986.657	3.10203	0.202982	0.241462	
581900	-36166.1	-989.209	3.33985	0.202982	0.241462	
582000	-36157.4	-988.972	3.29878	0.202982	0.241462	
582100	-36146	-988.104	3.29878	0.202982	0.241462	
582200	-36140.4	-985.161	3.29878	0.193504	0.230188	
582300	-36128.5	-987.197	3.29878	0.192858	0.230833	
582400	-36158.6	-988.152	3.32232	0.192858	0.230833	
582500	-36141.4	-987.715	3.36848	0.192858	0.230833	
582600	-36163.8	-986.008	3.16186	0.192858	0.230833	
582700	-36161.8	-989.074	3.01386	0.212731	0.25462	
582800	-36159.7	-991.666	3.32707	0.212731	0.25462	
582900	-36185	-991.174	3.20594	0.212731	0.25462	
583000	-36186.5	-990.064	3.17451	0.207473	0.248326	
583100	-36168.5	-989.704	3.17451	0.207473	0.248326	
583200	-36163	-989.879	3.20992	0.207473	0.248326	
583300	-36139.5	-988.8	3.20992	0.207473	0.248326	
583400	-36112.3	-987.335	3.15326	0.207473	0.248326	
583500	-36088.7	-985.621	3.15338	0.200482	0.239959	
583600	-36111.1	-988.643	3.29379	0.200482	0.239959	
583700	-36099.1	-988.643	3.29379	0.200482	0.239959	
583800	-36094.3	-987.274	3.17491	0.200482	0.239959	
583900	-36086.2	-982.325	3.17491	0.202111	0.23833	
584000	-36074.4	-982.443	3.21969	0.202111	0.23833	
584100	-36078.6	-982.608	3.21969	0.202111	0.23833	
584200	-36074.7	-983.105	3.30236	0.202111	0.23833	
584300	-36077.8	-983.784	3.31511	0.202005	0.238436	
584400	-36059	-982.623	3.31511	0.202005	0.238436	
584500	-36062.2	-982.363	3.33881	0.202005	0.238436	
584600	-36065.6	-982.726	3.3586	0.202005	0.238436	
584700	-36049.1	-979.922	3.16103	0.202005	0.238436	
584800	-36031.1	-978.856	3.26216	0.194761	0.229886	
584900	-36032.9	-978.69	3.26216	0.194761	0.229886	
585000	-36038.4	-978.69	3.26216	0.194761	0.229886	
585100	-36031.1	-978.235	3.2166	0.194761	0.229886	
585200	-36038.3	-979.451	3.32161	0.194761	0.229886	
585300	-36042.4	-979.285	3.32161	0.194761	0.229886	
585400	-36032.4	-978.953	3.32161	0.194761	0.229886	
585500	-36068.6	-978.202	3.23592	0.195471	0.229177	
585600	-36048.9	-978.376	3.26915	0.195471	0.229177	
585700	-36034.5	-983.612	3.26763	0.193331	0.231316	
585800	-36051.3	-984.33	3.26763	0.193331	0.231316	
585900	-36055.4	-978.582	3.22501	0.195146	0.229501	
586000	-36058.4	-978.42	3.22501	0.195146	0.229501	
586100	-36065.6	-977.84	3.15082	0.195146	0.229501	
586200	-36061.7	-979.612	3.32801	0.195146	0.229501	
586300	-36030.5	-979.126	3.32801	0.195146	0.229501	
586400	-36049	-979.013	3.25184	0.195146	0.229501	
586500	-36076.3	-980.246	3.31033	0.195146	0.229501	
586600	-36061.6	-979.511	3.23687	0.195146	0.229501	
586700	-36063.9	-980.069	3.23687	0.196965	0.23164	
586800	-36077.3	-982.374	3.41864	0.196965	0.23164	
586900	-36062.5	-979.993	3.3331	0.193684	0.227781	
587000	-36080	-979.844	3.25328	0.193684	0.227781	
587100	-36087.7	-980.115	3.26415	0.193684	0.227781	
587200	-36087.8	-980.191	3.28796	0.193684	0.227781	
587300	-36069.1	-979.288	3.26252	0.193684	0.227781	
587400	-36073.7	-979.13	3.24676	0.193684	0.227781	
587500	-36068.1	-979.292	3.24676	0.193684	0.227781	
587600	-36078.9	-981.206	3.43816	0.193684	0.227781	
587700	-36090.1	-979.135	3.23106	0.193684	0.227781	
587800	-36079.3	-980.28	3.36177	0.193684	0.227781	
587900	-36089	-978.72	3.14088	0.193684	0.227781	
588000	-36093.1	-981.029	3.32319	0.193684	0.227781	
588100	-36082.6	-980.379	3.25812	0.193684	0.227781	
588200	-36084.6	-980.054	3.25812	0.193684	0.227781	
588300	-36079.4	-981.484	3.43355	0.193684	0.227781	
588400	-36069.6	-978.84	3.20152	0.193684	0.227781	
588500	-36068	-979.675	3.2746	0.193417	0.227467	
588600	-36059.5	-979.35	3.2746	0.193417	0.227467	
588700	-36066.6	-980.195	3.2746	0.193066	0.227818	
588800	-36081.2	-980.47	3.25244	0.193066	0.227818	
588900	-36108.9	-981.298	3.25244	0.193066	0.227818	
589000	-36096	-980.975	3.26977	0.193066	0.227818	
589100	-36095.9	-980.995	3.22215	0.193066	0.227818	
589200	-36097.4	-980.917	3.2143	0.193066	0.227818	
589300	-36091.5	-980.801	3.20273	0.193066	0.227818	
589400	-36108.7	-979.232	3.20273	0.193991	0.226894	
589500	-36096.8	-979.481	3.24324	0.193991	0.226894	
589600	-36074.6	-985.493	3.24324	0.191334	0.229551	
589700	-36079.6	-986.693	3.29476	0.192792	0.2313	
589800	-36067.7	-986.568	3.19408	0.197563	0.237232	
589900	-36072.4	-981.989	3.19408	0.199133	0.235662	
590000	-36074.7	-983.484	3.34366	0.199133	0.235662	
590100	-36069.3	-981.471	3.1929	0.199133	0.235662	
590200	-36067.9	-980.269	3.17373	0.199133	0.235662	
590300	-36068.7	-980.697	3.21653	0.199133	0.235662	
590400	-36056.2	-979.822	3.22089	0.199568	0.235228	
590500	-36039.2	-979.006	3.18855	0.199568	0.235228	
590600	-36045.9	-979.499	3.18855	0.199568	0.235228	
590700	-36021.5	-980.853	3.10327	0.211961	0.249836	
590800	-36027.7	-981.182	3.10327	0.211961	0.249836	
590900	-36035	-982.131	3.31318	0.205928	0.242725	
591000	-36048.4	-979.223	3.31318	0.191827	0.226104	
591100	-36033.1	-977.719	3.21208	0.191827	0.226104	
591200	-36031.4	-981.616	3.36458	0.190985	0.226945	
591300	-36046.9	-982.28	3.37929	0.190985	0.226945	
591400	-36050.4	-982.625	3.37929	0.190985	0.226945	
591500	-36063.4	-982.63	3.39702	0.190985	0.226945	
591600	-36072.4	-982.872	3.40399	0.190985	0.226945	
591700	-36076.9	-980.895	3.18895	0.190985	0.226945	
591800	-36073.5	-980.492	3.16599	0.190985	0.226945	
591900	-36085	-984.795	3.25649	0.200993	0.238838	
592000	-36079	-985.551	3.21048	0.208127	0.247315	
592100	-36078.9	-985.3	3.21048	0.207769	0.24689	
592200	-36079.8	-985.473	3.21048	0.207769	0.24689	
592300	-36074.2	-985.799	3.21048	0.207652	0.247008	
592400	-36091	-986.32	3.21048	0.207652	0.247008	
592500	-36110.7	-987.625	3.25419	0.207652	0.247008	
592600	-36115.9	-985.933	3.0677	0.207652	0.247008	
592700	-36136.6	-986.107	3.0677	0.207652	0.247008	
592800	-36107.5	-985.066	3.0677	0.207652	0.247008	
592900	-36091.9	-986.25	3.25555	0.207652	0.247008	
593000	-36100	-986.954	3.25655	0.207652	0.247008	
593100	-36099.7	-987.186	3.26235	0.207652	0.247008	
593200	-36117.4	-986.548	3.11185	0.207652	0.247008	
593300	-36096.2	-985.993	3.16043	0.207652	0.247008	
593400	-36095.5	-986.006	3.16172	0.207652	0.247008	
593500	-36091.5	-985.696	3.14809	0.207652	0.247008	
593600	-36079.5	-986.489	3.21003	0.207652	0.247008	
593700	-36084.8	-987.01	3.21003	0.207652	0.247008	
593800	-36096.3	-987.571	3.21406	0.207652	0.247008	
593900	-36115.8	-983.394	3.14342	0.209587	0.245072	
594000	-36138.8	-984.187	3.12894	0.209587	0.245072	
594100	-36138.4	-984.031	3.12894	0.209587	0.245072	
594200	-36139.6	-984.031	3.12894	0.209587	0.245072	
594300	-36109.1	-982.78	3.12894	0.209587	0.245072	
594400	-36104.5	-982.63	3.16089	0.209587	0.245072	
594500	-36119.3	-983.255	3.16089	0.209587	0.245072	
594600	-36098.8	-983.906	3.27284	0.209587	0.245072	
594700	-36095.8	-983.178	3.20012	0.209587	0.245072	
594800	-36109.1	-983.637	3.16775	0.209587	0.245072	
594900	-36095.3	-982.879	3.16775	0.208978	0.24436	
595000	-36103.1	-981.588	3.00732	0.208978	0.24436	
595100	-36096.7	-989.807	3.31161	0.206709	0.246629	
595200	-36087.2	-988.418	3.17263	0.206709	0.246629	
595300	-36115.4	-989.023	3.1625	0.206709	0.246629	
595400	-36105.8	-988.229	3.13613	0.206709	0.246629	
595500	-36088.8	-985.848	3.15115	0.198388	0.236701	
595600	-36081	-985.571	3.15873	0.198388	0.236701	
595700	-36064.9	-985.394	3.15873	0.198388	0.236701	
595800	-36060.8	-985.252	3.1445	0.198388	0.236701	
595900	-36063.4	-987.747	3.41171	0.198388	0.236701	
596000	-36064	-984.774	3.16735	0.198388	0.236701	
596100	-36050.3	-985.194	3.28001	0.198388	0.236701	
596200	-36058	-986.349	3.37777	0.198388	0.236701	
596300	-36053.8	-982.917	3.10521	0.198388	0.236701	
596400	-36036	-982.21	3.10521	0.198388	0.236701	
596500	-36057.6	-984.345	3.2833	0.198388	0.236701	
596600	-36049.1	-979.176	3.26575	0.200454	0.234635	
596700	-36048.3	-978.048	3.1687	0.200454	0.234635	
596800	-36052.3	-977.992	3.17877	0.200454	0.234635	
596900	-36074.4	-978.971	3.22948	0.200454	0.234635	
597000	-36057.7	-979.881	3.35194	0.200454	0.234635	
597100	-36066	-980.353	3.35194	0.200454	0.234635	
597200	-36066.9	-977.335	3.11313	0.200454	0.234635	
597300	-36057.1	-986.338	3.19808	0.1975	0.238096	
597400	-36064.7	-987.265	3.25337	0.1975	0.238096	
597500	-36059.6	-987.397	3.34131	0.1975	0.238096	
597600	-36049.9	-984.803	3.13239	0.197532	0.238064	
597700	-36061.6	-985.607	3.28007	0.192898	0.232276	
597800	-36055.5	-985.422	3.28007	0.192898	0.232276	
597900	-36065.2	-985.422	3.28007	0.192898	0.232276	
598000	-36063.4	-985.793	3.28007	0.192898	0.232276	
598100	-36066.8	-984.991	3.23706	0.192898	0.232276	
598200	-36075.4	-984.806	3.23706	0.192898	0.232276	
598300	-36070.3	-986.39	3.39553	0.192898	0.232276	
598400	-36079	-985.505	3.28839	0.192898	0.232276	
598500	-36087.1	-985.165	3.21725	0.192898	0.232276	
598600	-36099.7	-986.071	3.27068	0.192898	0.232276	
598700	-36085.5	-985.513	3.27068	0.192898	0.232276	
598800	-36107	-979.567	3.26667	0.187769	0.222864	
598900	-36134.8	-980.008	3.20791	0.187769	0.222864	
599000	-36142.9	-981.315	3.28721	0.187769	0.222864	
599100	-36145.2	-981.315	3.28721	0.187769	0.222864	
599200	-36145.7	-981.315	3.28721	0.187769	0.222864	
599300	-36133.4	-980.147	3.22181	0.187769	0.222864	
599400	-36117.5	-980.861	3.37888	0.187769	0.222864	
599500	-36118.3	-980.809	3.09817	0.199584	0.236888	
599600	-36110.9	-983.718	3.19252	0.209356	0.248485	
599700	-36115.8	-982.823	3.12014	0.209356	0.248485	
599800	-36100.6	-983.11	3.20023	0.209356	0.248485	
599900	-36107.1	-982.187	3.09081	0.209356	0.248485	
600000	-36108.7	-983.501	3.23938	0.209356	0.248485	
600100	-36130.1	-985.113	3.31491	0.209356	0.248485	
600200	-36139.4	-982.082	3.10988	0.20409	0.242235	
600300	-36129.5	-983.151	3.2167	0.20409	0.242235	
600400	-36130	-982.287	3.13033	0.20409	0.242235	
600500	-36140.4	-982.458	3.13033	0.20409	0.242235	
600600	-36149.9	-983.554	3.1885	0.20409	0.242235	
600700	-36135.8	-983.554	3.1885	0.20409	0.242235	
600800	-36153.7	-984.529	3.21749	0.20409	0.242235	
600900	-36139.1	-983.673	3.21749	0.20409	0.242235	
601000	-36139.1	-981.708	3.21749	0.204718	0.241607	
601100	-36145.9	-981.721	3.2754	0.199841	0.235851	
601200	-36161.6	-982.384	3.2754	0.199841	0.235851	
601300	-36161.7	-982.218	3.2754	0.199841	0.235851	
601400	-36149	-982.622	3.3163	0.201339	0.237619	
601500	-36151.8	-981.378	3.17534	0.201339	0.237619	
601600	-36140.7	-982.039	3.27456	0.201339	0.237619	
601700	-36147.5	-981.283	3.24823	0.201781	0.237177	
601800	-36138.2	-981.445	3.24823	0.201781	0.237177	
601900	-36130	-980.774	3.24823	0.199438	0.234423	
602000	-36132.7	-982.379	3.40874	0.199438	0.234423	
602100	-36108	-982.29	3.42152	0.202159	0.237621	
602200	-36111.4	-981.878	3.37274	0.20102	0.236283	
602300	-36124.6	-981.209	3.27356	0.20102	0.236283	
602400	-36117.4	-980.732	3.2258	0.20102	0.236283	
602500	-36152.5	-980.605	3.10002	0.20102	0.236283	
602600	-36170.5	-986.665	3.39866	0.199955	0.237348	
602700	-36176.3	-985.755	3.10461	0.210023	0.249299	
602800	-36174.5	-986.143	3.14343	0.210023	0.249299	
602900	-36170.1	-987.737	3.28566	0.210023	0.249299	
603000	-36178.1	-987.844	3.26211	0.210023	0.249299	
603100	-36181.4	-986.592	3.14562	0.208054	0.246962	
603200	-36162.2	-986.883	3.20904	0.208054	0.246962	
603300	-36179.1	-987.569	3.20904	0.208054	0.246962	
603400	-36180.9	-987.911	3.20904	0.208054	0.246962	
603500	-36151.3	-986.883	3.20904	0.208054	0.246962	
603600	-36151.8	-986.811	3.20187	0.208054	0.246962	
603700	-36131.9	-986.297	3.20187	0.208054	0.246962	
603800	-36129.2	-985.954	3.20187	0.208054	0.246962	
603900	-36119.7	-981.966	3.16091	0.209674	0.245342	
604000	-36142.2	-983.556	3.25709	0.209674	0.245342	
604100	-36138.6	-980.655	2.99844	0.209674	0.245342	
604200	-36128.7	-992.574	3.21859	0.20622	0.248796	
604300	-36113.5	-992.574	3.21859	0.20622	0.248796	
604400	-36127.8	-992.386	3.21859	0.20622	0.248796	
604500	-36124.5	-991.117	3.21859	0.200468	0.241857	
604600	-36133.8	-981.863	3.26558	0.206687	0.239486	
604700	-36152	-982.305	3.26558	0.206687	0.239486	
604800	-36155.2	-996.58	3.26389	0.19911	0.242288	
604900	-36147.8	-998.018	3.26389	0.205598	0.250182	
605000	-36141.1	-997.354	3.17779	0.205598	0.250182	
605100	-36136.6	-997.715	3.14273	0.208809	0.25409	
605200	-36126.6	-997.126	3.14273	0.208809	0.25409	
605300	-36116.1	-996.93	3.14273	0.208809	0.25409	
605400	-36116.7	-997.67	3.21678	0.208809	0.25409	
605500	-36096	-996.689	3.21678	0.208809	0.25409	
605600	-36116.1	-987.681	3.21678	0.200445	0.239912	
605700	-36124.2	-982.648	3.27389	0.202425	0.237932	
605800	-36116.2	-982.995	3.35712	0.202425	0.237932	
605900	-36107.1	-981.438	3.24993	0.202425	0.237932	
606000	-36100.3	-981.277	3.24993	0.202425	0.237932	
606100	-36115	-980.685	3.17463	0.202425	0.237932	
606200	-36107.5	-981.618	3.2517	0.202425	0.237932	
606300	-36114.3	-981.17	3.22312	0.202425	0.237932	
606400	-36115.9	-981.332	3.22312	0.202425	0.237932	
606500	-36126.7	-981.332	3.22312	0.202425	0.237932	
606600	-36124.1	-980.934	3.19948	0.202425	0.237932	
606700	-36113.6	-981.926	3.26639	0.202425	0.237932	
606800	-36114.3	-981.441	3.26639	0.202425	0.237932	
606900	-36110.5	-985.03	3.26395	0.200846	0.23951	
607000	-36110.5	-984.595	3.2204	0.200846	0.23951	
607100	-36110.6	-984.802	3.25871	0.200846	0.23951	
607200	-36111.1	-984.626	3.25871	0.200846	0.23951	
607300	-36126.4	-985.154	3.25871	0.200846	0.23951	
607400	-36134	-984.802	3.25871	0.200846	0.23951	
607500	-36137.1	-985.311	3.27361	0.203295	0.24243	
607600	-36136.9	-985.013	3.2614	0.203295	0.24243	
607700	-36120.3	-983.193	3.14975	0.203295	0.24243	
607800	-36116.8	-983.107	3.14975	0.203706	0.242921	
607900	-36108.6	-982.617	3.32495	0.195891	0.233601	
608000	-36102	-981.964	3.33009	0.195891	0.233601	
608100	-36109.5	-982.668	3.33009	0.195891	0.233601	
608200	-36092.5	-982.668	3.33009	0.195891	0.233601	
608300	-36102.4	-982.408	3.23366	0.195891	0.233601	
608400	-36093.6	-981.391	3.18469	0.195891	0.233601	
608500	-36074.6	-983.048	3.45869	0.194163	0.231541	
608600	-36080.8	-983.048	3.45869	0.194163	0.231541	
608700	-36084.2	-983.147	3.22918	0.198011	0.236786	
608800	-36103	-983.942	3.25497	0.198011	0.236786	
608900	-36103.4	-984.011	3.35068	0.198286	0.236512	
609000	-36090.5	-986.015	3.19957	0.214317	0.255633	
609100	-36074.6	-985.39	3.20765	0.214317	0.255633	
609200	-36072.9	-985.038	3.20765	0.214317	0.255633	
609300	-36056.1	-983.811	3.1555	0.214317	0.255633	
609400	-36051.6	-984.939	3.21536	0.214317	0.255633	
609500	-36042	-985.049	3.24399	0.214317	0.255633	
609600	-36055.2	-981.542	3.2974	0.194282	0.231736	
609700	-36065.9	-983.034	3.41131	0.194282	0.231736	
609800	-36068.7	-980.59	3.18456	0.194282	0.231736	
609900	-36059	-980.858	3.26425	0.194282	0.231736	
610000	-36047.4	-980.158	3.21185	0.194282	0.231736	
610100	-36049.3	-979.347	3.13083	0.194282	0.231736	
610200	-36049.3	-982.996	3.33272	0.200104	0.238681	
610300	-36051.5	-980.478	3.36408	0.188802	0.225199	
610400	-36069	-981.521	3.45076	0.188802	0.225199	
610500	-36064.6	-981.521	3.45076	0.188802	0.225199	
610600	-36068.1	-980.918	3.37279	0.188802	0.225199	
610700	-36070.8	-980.411	3.28684	0.188802	0.225199	
610800	-36074.6	-983.162	3.34035	0.197298	0.235333	
610900	-36083.4	-982.337	3.15854	0.200221	0.23882	
611000	-36086.2	-982.526	3.17743	0.200221	0.23882	
611100	-36094	-981.927	3.24666	0.20067	0.23837	
611200	-36085	-981.026	3.19902	0.200635	0.238405	
611300	-36069.6	-979.367	3.24116	0.192707	0.228984	
611400	-36080.7	-982.241	3.52855	0.192707	0.228984	
611500	-36083.4	-981.662	3.43611	0.192707	0.228984	
611600	-36086.9	-980.984	3.33386	0.192707	0.228984	
611700	-36081.2	-979.207	3.31548	0.193275	0.228416	
611800	-36100.4	-979.708	3.31548	0.193275	0.228416	
611900	-36111.5	-980.285	3.35641	0.193275	0.228416	
612000	-36132.1	-980.75	3.35641	0.193291	0.2284	
612100	-36120.5	-980.249	3.35641	0.193291	0.2284	
612200	-36119.4	-979.581	3.35641	0.193291	0.2284	
612300	-36118.9	-978.991	3.28072	0.193291	0.2284	
612400	-36114.6	-979.277	3.35937	0.193291	0.2284	
612500	-36097	-980.221	3.35142	0.200276	0.236654	
612600	-36070.8	-978.655	3.29496	0.200276	0.236654	
612700	-36070.8	-976.335	3.22113	0.193792	0.228993	
612800	-36081.6	-977.758	3.36319	0.190743	0.22539	
612900	-36066.5	-977.385	3.35925	0.190743	0.22539	
613000	-36077.8	-980.778	3.35925	0.202951	0.239875	
613100	-36078.7	-978.696	3.13438	0.202951	0.239875	
613200	-36088.5	-978.877	3.20387	0.198298	0.234376	
613300	-36080.3	-978.877	3.20387	0.198298	0.234376	
613400	-36086.8	-983.288	3.21984	0.19681	0.235864	
613500	-36097.6	-983.952	3.23188	0.19681	0.235864	
613600	-36108.3	-984.495	3.23188	0.19681	0.235864	
613700	-36117.6	-983.676	3.11378	0.19681	0.235864	
613800	-36095.5	-982.59	3.11378	0.19681	0.235864	
613900	-36091.2	-985.429	3.01328	0.214294	0.256817	
614000	-36080.5	-987.094	3.19796	0.214294	0.256817	
614100	-36068.2	-985.543	3.09717	0.214294	0.256817	
614200	-36068.9	-986.412	3.18401	0.214294	0.256817	
614300	-36046.8	-984.582	3.07349	0.214294	0.256817	
614400	-36046.8	-984.945	3.07349	0.214294	0.256817	
614500	-36046.1	-978.932	3.07349	0.191061	0.228974	
614600	-36042.5	-978.932	3.07349	0.191061	0.228974	
614700	-36035.9	-982.234	3.29632	0.195947	0.23483	
