Gen	lnL	lnP	TL	Insertion	Deletion	
129200	-36039.7	-977.026	3.22093	0.200165	0.23682	
129300	-36050	-977.026	3.22093	0.200165	0.23682	
129400	-36034.4	-974.512	3.22564	0.2012	0.235785	
129500	-36019.9	-981.147	3.22564	0.198329	0.238656	
129600	-36015.7	-981.332	3.22564	0.198329	0.238656	
129700	-36021.6	-976.082	3.22564	0.200156	0.236829	
129800	-36030.2	-976.587	3.22564	0.200156	0.236829	
129900	-36028	-976.704	3.23735	0.200156	0.236829	
130000	-36020.3	-976.068	3.17371	0.200156	0.236829	
130100	-36022.3	-976.867	3.28734	0.200156	0.236829	
130200	-36027.1	-976.867	3.28734	0.200156	0.236829	
130300	-36021.6	-975.42	3.17625	0.200156	0.236829	
130400	-36019.9	-976.958	3.41217	0.197166	0.233291	
130500	-36011.3	-976.186	3.32956	0.198185	0.234497	
130600	-36003.9	-976.489	3.39344	0.198185	0.234497	
130700	-36005.3	-975.092	3.28593	0.19594	0.231841	
130800	-36012.1	-973.362	3.11295	0.19594	0.231841	
130900	-36016.9	-975.053	3.2148	0.19594	0.231841	
131000	-36027.7	-975.558	3.2148	0.19594	0.231841	
131100	-36032.2	-977.016	3.34373	0.19594	0.231841	
131200	-36035.9	-974.632	3.30321	0.187648	0.222029	
131300	-36027	-973.788	3.26937	0.187648	0.222029	
131400	-36012.7	-973.567	3.28092	0.187648	0.222029	
131500	-36001.6	-974.491	3.40697	0.187648	0.222029	
131600	-35995	-973.814	3.3729	0.187648	0.222029	
131700	-35990.6	-973.586	3.38369	0.187648	0.222029	
131800	-36001.1	-973.874	3.38369	0.187514	0.222162	
131900	-36016.7	-974.148	3.39409	0.187514	0.222162	
132000	-36004.7	-973.701	3.40025	0.187514	0.222162	
132100	-36009	-975.025	3.49873	0.187514	0.222162	
132200	-36008.7	-975.025	3.49873	0.187514	0.222162	
132300	-36021.7	-972.487	3.24493	0.187514	0.222162	
132400	-36024.5	-972.488	3.27093	0.187714	0.221962	
132500	-36008.1	-971.818	3.27093	0.187714	0.221962	
132600	-36020.2	-972.845	3.34009	0.187714	0.221962	
132700	-36021.3	-974.062	3.20968	0.186665	0.223011	
132800	-35998	-975.439	3.36518	0.186665	0.223011	
132900	-36005.5	-975.617	3.36518	0.186665	0.223011	
133000	-36029.1	-976.497	3.38203	0.186665	0.223011	
133100	-36028.7	-976.141	3.38203	0.186665	0.223011	
133200	-36067.3	-980.089	3.474	0.186248	0.223428	
133300	-36088	-979.967	3.38897	0.186248	0.223428	
133400	-36085.6	-978.643	3.24602	0.186269	0.223407	
133500	-36091	-980.509	3.37808	0.186269	0.223407	
133600	-36083.2	-979.752	3.32056	0.186269	0.223407	
133700	-36101.3	-980.368	3.20447	0.189389	0.227149	
133800	-36103	-977.801	3.39072	0.191061	0.225477	
133900	-36101.7	-977.492	3.44264	0.191061	0.225477	
134000	-36092.6	-977.048	3.36509	0.191061	0.225477	
134100	-36098.2	-975.826	3.24289	0.191061	0.225477	
134200	-36094.7	-976.497	3.31006	0.191061	0.225477	
134300	-36086.5	-983.434	3.31006	0.188919	0.227619	
134400	-36087.7	-987.005	3.38055	0.19938	0.240222	
134500	-36095.5	-984.921	3.10659	0.203199	0.244824	
134600	-36104.2	-986.69	3.24622	0.203199	0.244824	
134700	-36118.1	-987.249	3.24622	0.203199	0.244824	
134800	-36134.4	-987.34	3.23947	0.203254	0.244769	
134900	-36147.4	-987.414	3.17259	0.203254	0.244769	
135000	-36178.2	-988.132	3.34716	0.193531	0.233059	
135100	-36168.9	-980.308	3.23934	0.195656	0.230935	
135200	-36157.9	-979.147	3.23934	0.195656	0.230935	
135300	-36168.6	-979.552	3.24664	0.195656	0.230935	
135400	-36181.6	-980.215	3.24664	0.195656	0.230935	
135500	-36186.6	-981.342	3.35935	0.195656	0.230935	
135600	-36179.3	-981.176	3.35935	0.195656	0.230935	
135700	-36196.3	-981.23	3.31499	0.195656	0.230935	
135800	-36226.2	-982.644	3.35695	0.195656	0.230935	
135900	-36216.6	-982.478	3.35695	0.195656	0.230935	
136000	-36214.7	-982.644	3.35695	0.195656	0.230935	
136100	-36209.6	-983.085	3.3845	0.195656	0.230935	
136200	-36209.5	-981.976	3.35609	0.196071	0.230519	
136300	-36219.2	-982.595	3.41908	0.195281	0.229589	
136400	-36194.8	-981.133	3.33761	0.195281	0.229589	
136500	-36177.8	-988.357	3.31993	0.201185	0.241227	
136600	-36195	-989.128	3.31993	0.201124	0.241288	
136700	-36179	-987.343	3.21426	0.201124	0.241288	
136800	-36171.2	-986.606	3.19517	0.201124	0.241288	
136900	-36175	-987.669	3.28333	0.201124	0.241288	
137000	-36166.4	-987.663	3.28267	0.201124	0.241288	
137100	-36152.6	-987.299	3.28267	0.201124	0.241288	
137200	-36144.5	-986.27	3.17982	0.201124	0.241288	
137300	-36134.3	-987.387	3.30972	0.201124	0.241288	
137400	-36149.6	-980.03	3.07014	0.202914	0.239499	
137500	-36156.8	-980.03	3.07014	0.202914	0.239499	
137600	-36120.4	-979.035	3.07014	0.202914	0.239499	
137700	-36140.5	-980.335	3.13385	0.202914	0.239499	
137800	-36144.6	-983.569	3.2926	0.199744	0.237527	
137900	-36144.4	-981.095	3.06246	0.199744	0.237527	
138000	-36149.7	-984.101	3.32841	0.199744	0.237527	
138100	-36164.9	-984.447	3.32841	0.199744	0.237527	
138200	-36143.9	-982.6	3.23032	0.199744	0.237527	
138300	-36151.8	-982.497	3.30704	0.200003	0.237268	
138400	-36135.8	-982.497	3.30704	0.200003	0.237268	
138500	-36166.1	-982.229	3.19482	0.200003	0.237268	
138600	-36158.9	-982.973	3.26924	0.200003	0.237268	
138700	-36160.2	-981.999	3.18892	0.200003	0.237268	
138800	-36156.5	-982.283	3.2173	0.200003	0.237268	
138900	-36176.1	-984.414	3.2173	0.207409	0.246054	
139000	-36177.8	-983.551	3.11386	0.207409	0.246054	
139100	-36182.5	-984.032	3.1278	0.207409	0.246054	
139200	-36206.4	-986.239	3.28014	0.207409	0.246054	
139300	-36203.7	-987.738	3.19417	0.206555	0.246908	
139400	-36197.3	-987.863	3.24228	0.206555	0.246908	
139500	-36188.4	-987.863	3.24228	0.206555	0.246908	
139600	-36183.7	-988.01	3.27484	0.206555	0.246908	
139700	-36170.6	-987.412	3.28645	0.206555	0.246908	
139800	-36170.4	-983.783	3.1544	0.206826	0.245981	
139900	-36165.1	-983.661	3.12482	0.206826	0.245981	
140000	-36156.8	-983.654	3.11848	0.209462	0.249117	
140100	-36138.1	-984.378	3.22554	0.209462	0.249117	
140200	-36132.6	-983.035	3.22554	0.203327	0.241821	
140300	-36135.9	-982.862	3.22554	0.203327	0.241821	
140400	-36137.2	-982.515	3.22554	0.203327	0.241821	
140500	-36151	-983.208	3.22554	0.203327	0.241821	
140600	-36147.8	-983.969	3.31898	0.203327	0.241821	
140700	-36139.3	-982.104	3.27159	0.203734	0.241414	
140800	-36146.3	-982.305	3.2408	0.203734	0.241414	
140900	-36158.5	-983.563	3.3411	0.205678	0.243717	
141000	-36182.1	-984.073	3.3411	0.205678	0.243717	
141100	-36192.5	-981.811	3.07695	0.205661	0.243734	
141200	-36220.1	-982.739	3.08482	0.205661	0.243734	
141300	-36233.5	-985.342	3.14913	0.214037	0.25319	
141400	-36234.1	-985.543	3.16919	0.214037	0.25319	
141500	-36233.3	-983.57	3.18989	0.204822	0.24229	
141600	-36202.4	-986.436	3.18989	0.207062	0.247092	
141700	-36189.1	-984.902	3.07183	0.207062	0.247092	
141800	-36180.8	-986.071	3.18867	0.207062	0.247092	
141900	-36199.1	-986.601	3.18867	0.207062	0.247092	
142000	-36209.6	-986.778	3.18867	0.207062	0.247092	
142100	-36196.3	-986.866	3.23689	0.208489	0.248795	
142200	-36194.2	-986.511	3.1837	0.208489	0.248795	
142300	-36178.8	-986.102	3.13523	0.20803	0.248247	
142400	-36175.5	-986.483	3.19099	0.20803	0.248247	
142500	-36159.1	-985.953	3.19099	0.20803	0.248247	
142600	-36160.7	-985.144	3.08098	0.207746	0.247908	
142700	-36139.4	-984.05	3.08098	0.208401	0.248691	
142800	-36149	-986.182	3.22346	0.208401	0.248691	
142900	-36151.7	-984.417	3.28113	0.196918	0.234987	
143000	-36163.3	-985.809	3.34961	0.196918	0.234987	
143100	-36147.7	-985.34	3.35579	0.196918	0.234987	
143200	-36140.9	-985.34	3.35579	0.196918	0.234987	
143300	-36150	-985.262	3.29498	0.196918	0.234987	
143400	-36163.6	-985.616	3.29498	0.196918	0.234987	
143500	-36125.8	-984.198	3.31229	0.196918	0.234987	
143600	-36134.9	-984.552	3.31229	0.196918	0.234987	
143700	-36128.8	-984.196	3.22121	0.201063	0.239933	
143800	-36133.4	-979.345	3.22121	0.202894	0.238102	
143900	-36142.4	-982.026	3.19936	0.201682	0.239314	
144000	-36141.1	-983.394	3.33618	0.201682	0.239314	
144100	-36150.3	-983.501	3.29553	0.201682	0.239314	
144200	-36157.6	-984.438	3.33788	0.201682	0.239314	
144300	-36156.9	-982.789	3.22434	0.201682	0.239314	
144400	-36157	-982.789	3.22434	0.201682	0.239314	
144500	-36179.7	-983.816	3.22434	0.201682	0.239314	
144600	-36154.2	-982.646	3.20998	0.201682	0.239314	
144700	-36165.1	-982.817	3.20998	0.201682	0.239314	
144800	-36155.6	-982.72	3.31388	0.20208	0.238916	
144900	-36171.4	-983.054	3.31388	0.20208	0.238916	
145000	-36188.2	-982.639	3.22215	0.20208	0.238916	
145100	-36176.8	-982.137	3.22215	0.20208	0.238916	
145200	-36179.7	-989.061	3.22788	0.206216	0.247763	
145300	-36168	-988.326	3.22788	0.206216	0.247763	
145400	-36149.6	-983.383	3.24307	0.207498	0.24648	
145500	-36138.9	-981.693	3.34956	0.19648	0.233392	
145600	-36140.1	-981.387	3.30177	0.19648	0.233392	
145700	-36145.6	-981.138	3.2252	0.19648	0.233392	
145800	-36158.2	-981.721	3.23181	0.19648	0.233392	
145900	-36167.3	-982.065	3.23181	0.19648	0.233392	
146000	-36177.5	-982.409	3.23181	0.19648	0.233392	
146100	-36188.4	-983.177	3.27412	0.19648	0.233392	
146200	-36172.9	-982.105	3.21861	0.19648	0.233392	
146300	-36164.1	-980.985	3.15828	0.19648	0.233392	
146400	-36156.6	-982.401	3.29986	0.19648	0.233392	
146500	-36122.3	-981.54	3.29986	0.19648	0.233392	
146600	-36150.7	-982.38	3.26335	0.19648	0.233392	
146700	-36166.5	-982.928	3.26647	0.19648	0.233392	
146800	-36164.3	-983.703	3.36123	0.19648	0.233392	
146900	-36147	-983.187	3.36123	0.19648	0.233392	
147000	-36155.3	-983.703	3.36123	0.19648	0.233392	
147100	-36156.9	-982.312	3.2393	0.19648	0.233392	
147200	-36136.8	-981.796	3.2393	0.19648	0.233392	
147300	-36130.3	-981.008	3.24659	0.19648	0.233392	
147400	-36125	-981.713	3.2173	0.20419	0.24255	
147500	-36118.2	-982.134	3.25945	0.20419	0.24255	
147600	-36118.9	-981.103	3.22517	0.20419	0.24255	
147700	-36108.1	-980.004	3.18415	0.20419	0.24255	
147800	-36098.7	-980.082	3.26285	0.20095	0.238701	
147900	-36086.9	-979.738	3.26285	0.20095	0.238701	
148000	-36092	-979.91	3.26285	0.20095	0.238701	
148100	-36091.1	-979.21	3.19287	0.20095	0.238701	
148200	-36112.1	-980.902	3.29318	0.20095	0.238701	
148300	-36123.7	-981.164	3.26773	0.20095	0.238701	
148400	-36123.6	-980.41	3.15793	0.20095	0.238701	
148500	-36118.7	-982.393	3.35615	0.20095	0.238701	
148600	-36105.4	-983.992	3.34448	0.200246	0.239405	
148700	-36103.1	-982.717	3.1992	0.200246	0.239405	
148800	-36110.3	-982.508	3.14256	0.200246	0.239405	
148900	-36105	-981.794	3.14256	0.200246	0.239405	
149000	-36074.9	-980.365	3.14256	0.200246	0.239405	
149100	-36082.3	-981.004	3.17078	0.200246	0.239405	
149200	-36060.3	-980.111	3.17078	0.200246	0.239405	
149300	-36052.7	-980.149	3.1924	0.200246	0.239405	
149400	-36046	-979.97	3.1924	0.200246	0.239405	
149500	-36015	-979.256	3.1924	0.200246	0.239405	
149600	-36029.9	-980.358	3.21329	0.200246	0.239405	
149700	-36061.3	-978.827	3.21329	0.201191	0.23846	
149800	-36071.3	-978.827	3.21329	0.201191	0.23846	
149900	-36068.6	-978.488	3.21329	0.201191	0.23846	
150000	-36067.4	-978.577	3.20523	0.201191	0.23846	
150100	-36064.2	-979.781	3.29164	0.201191	0.23846	
150200	-36075.3	-979.455	3.20811	0.201191	0.23846	
150300	-36075.3	-981.001	3.34564	0.201191	0.23846	
150400	-36067.8	-980.527	3.29827	0.201191	0.23846	
150500	-36062.5	-979.463	3.22588	0.201191	0.23846	
150600	-36068.3	-979.928	3.28934	0.201191	0.23846	
150700	-36065	-979.451	3.20764	0.201191	0.23846	
150800	-36065.1	-978.309	3.11049	0.201191	0.23846	
150900	-36077.9	-980.955	3.3241	0.201191	0.23846	
151000	-36089.5	-981.295	3.3241	0.201191	0.23846	
151100	-36098.7	-981.232	3.3241	0.200124	0.237195	
151200	-36093.3	-978.897	3.10765	0.200124	0.237195	
151300	-36107.9	-979.243	3.10826	0.200124	0.237195	
151400	-36126.3	-979.923	3.10826	0.200124	0.237195	
151500	-36132.6	-980.998	3.18173	0.200124	0.237195	
151600	-36123.9	-980.488	3.18173	0.200124	0.237195	
151700	-36136.4	-981.773	3.25928	0.200124	0.237195	
151800	-36124.3	-980.971	3.23004	0.200124	0.237195	
151900	-36129.2	-981.311	3.23004	0.200124	0.237195	
152000	-36114.7	-980.291	3.23004	0.200124	0.237195	
152100	-36117	-980.432	3.22709	0.200124	0.237195	
152200	-36113.4	-980.598	3.22709	0.200196	0.237123	
152300	-36129.3	-979.594	3.08958	0.200182	0.237136	
152400	-36157.6	-980.94	3.15643	0.200182	0.237136	
152500	-36148.2	-982.582	3.33758	0.200182	0.237136	
152600	-36151.8	-983.145	3.42778	0.200182	0.237136	
152700	-36147.3	-980.549	3.202	0.200182	0.237136	
152800	-36118.9	-981.197	3.35158	0.200182	0.237136	
152900	-36125.4	-981.706	3.35158	0.200182	0.237136	
153000	-36121.3	-979.297	3.24278	0.195687	0.231811	
153100	-36106.4	-978.619	3.24278	0.195687	0.231811	
153200	-36115.5	-978.28	3.24278	0.195687	0.231811	
153300	-36124.3	-979.215	3.24278	0.199965	0.236879	
153400	-36117.1	-979.215	3.24278	0.199965	0.236879	
153500	-36138.6	-981.332	3.24278	0.206553	0.244683	
153600	-36134.2	-980.49	3.17555	0.206553	0.244683	
153700	-36156.3	-981.114	3.1871	0.206553	0.244683	
153800	-36170.9	-981.792	3.1871	0.206553	0.244683	
153900	-36184.8	-981.961	3.1871	0.206553	0.244683	
154000	-36199.7	-984.524	3.35874	0.206553	0.244683	
154100	-36220	-983.868	3.25924	0.206553	0.244683	
154200	-36204.3	-983.36	3.25924	0.206553	0.244683	
154300	-36201.9	-983.021	3.25924	0.206553	0.244683	
154400	-36174.9	-982.353	3.24322	0.206553	0.244683	
154500	-36170.4	-982.353	3.24322	0.206553	0.244683	
154600	-36167.9	-980.393	3.16678	0.202631	0.240038	
154700	-36162.9	-981.303	3.2578	0.202631	0.240038	
154800	-36157.5	-979.498	3.12313	0.202087	0.239392	
154900	-36141.5	-981.366	3.30991	0.202087	0.239392	
155000	-36127.7	-978.776	3.11867	0.202087	0.239392	
155100	-36126.1	-983.212	3.28115	0.214177	0.253714	
155200	-36112.9	-982.087	3.1856	0.214177	0.253714	
155300	-36126.1	-982.675	3.19358	0.214177	0.253714	
155400	-36124.4	-982.336	3.19358	0.214177	0.253714	
155500	-36139.2	-981.644	3.07357	0.214177	0.253714	
155600	-36132.6	-983.933	3.28549	0.214177	0.253714	
155700	-36117.8	-982.723	3.23234	0.214177	0.253714	
155800	-36113.8	-982.578	3.20087	0.214177	0.253714	
155900	-36107	-982.578	3.20087	0.214177	0.253714	
156000	-36097.8	-985.007	3.23715	0.213175	0.254716	
156100	-36109	-986.362	3.23715	0.213023	0.254867	
156200	-36101.1	-986.004	3.23715	0.213023	0.254867	
156300	-36102.3	-985.656	3.20243	0.213023	0.254867	
156400	-36125.3	-983.142	3.28637	0.192037	0.229759	
156500	-36134.7	-980.09	3.28637	0.191589	0.227273	
156600	-36128.1	-979.749	3.28637	0.191589	0.227273	
156700	-36127.3	-979.047	3.2674	0.191589	0.227273	
156800	-36128.7	-979.415	3.32129	0.191589	0.227273	
156900	-36116.8	-982.065	3.32129	0.204244	0.242469	
157000	-36106	-980.969	3.19452	0.204244	0.242469	
157100	-36116.9	-981.414	3.18756	0.204244	0.242469	
157200	-36119.7	-981.882	3.23429	0.204244	0.242469	
157300	-36108.2	-981.491	3.26384	0.204244	0.242469	
157400	-36109.3	-980.36	3.13361	0.204244	0.242469	
157500	-36106.4	-979.979	3.11943	0.204341	0.242372	
157600	-36108.9	-982.604	3.33074	0.204341	0.242372	
157700	-36119.2	-982.434	3.33074	0.204341	0.242372	
157800	-36111.3	-980.918	3.19621	0.204341	0.242372	
157900	-36117	-981.552	3.27671	0.204341	0.242372	
158000	-36099.8	-979.929	3.1144	0.204341	0.242372	
158100	-36115.4	-980.276	3.1144	0.202807	0.240552	
158200	-36107.8	-981.281	3.21487	0.202807	0.240552	
158300	-36096.7	-981.376	3.24143	0.202807	0.240552	
158400	-36092.3	-981.376	3.24143	0.202807	0.240552	
158500	-36069	-980.693	3.24143	0.202807	0.240552	
158600	-36073	-980.864	3.24143	0.202807	0.240552	
158700	-36076	-980.522	3.24143	0.202807	0.240552	
158800	-36073.5	-979.789	3.20218	0.202807	0.240552	
158900	-36069.8	-979.959	3.20218	0.202807	0.240552	
159000	-36063.4	-979.447	3.20218	0.202807	0.240552	
159100	-36029.5	-978.935	3.23633	0.202807	0.240552	
159200	-36016.8	-978.262	3.22017	0.202807	0.240552	
159300	-36013.2	-977.92	3.22017	0.202807	0.240552	
159400	-36020.2	-978.327	3.22671	0.202807	0.240552	
159500	-36019.7	-979.799	3.17987	0.202133	0.241226	
159600	-36020.6	-979.431	3.09165	0.203672	0.243063	
159700	-36018.5	-981.389	3.30507	0.203672	0.243063	
159800	-36014.3	-980.329	3.16375	0.203672	0.243063	
159900	-36029.2	-979.609	3.16375	0.199582	0.238181	
160000	-36016.3	-979.255	3.16375	0.199582	0.238181	
160100	-36026.5	-979.863	3.17146	0.199582	0.238181	
160200	-36026.3	-980.819	3.24947	0.199582	0.238181	
160300	-36013.1	-982.295	3.10529	0.198619	0.239144	
160400	-35988.7	-982.002	3.13174	0.198619	0.239144	
160500	-35995.5	-982.796	3.19255	0.198619	0.239144	
160600	-36018.6	-983.501	3.22593	0.198619	0.239144	
160700	-35997.6	-983.139	3.19148	0.201066	0.24209	
160800	-36006.5	-984.07	3.26599	0.201066	0.24209	
160900	-36004.3	-983.382	3.19719	0.201066	0.24209	
161000	-36012.1	-984.874	3.30931	0.201066	0.24209	
161100	-36016.4	-985.018	3.28657	0.201066	0.24209	
161200	-36015.5	-984.277	3.23104	0.201066	0.24209	
161300	-36014.8	-985.725	3.33868	0.201066	0.24209	
161400	-36008.7	-981.969	3.20669	0.191698	0.23081	
161500	-35998.7	-983.527	3.04943	0.205904	0.247915	
161600	-35999.1	-982.545	3.11862	0.19831	0.238771	
161700	-36006.1	-984.913	3.31822	0.19831	0.238771	
161800	-35996	-984.541	3.31822	0.19831	0.238771	
161900	-36006.2	-985.098	3.31822	0.19831	0.238771	
162000	-36028.8	-985.432	3.29591	0.19831	0.238771	
162100	-36031.4	-978.423	3.23719	0.2007	0.23638	
162200	-36023.6	-978.092	3.22047	0.2007	0.23638	
162300	-36047.9	-978.64	3.22047	0.200969	0.236112	
162400	-36063.1	-977.593	3.14215	0.201295	0.235786	
162500	-36060.1	-976.963	3.11075	0.201295	0.235786	
162600	-36063.5	-977.468	3.16128	0.201295	0.235786	
162700	-36080.7	-979.155	3.2667	0.201295	0.235786	
162800	-36088	-979.471	3.2667	0.201295	0.235786	
162900	-36096.6	-979.152	3.15435	0.201046	0.236034	
163000	-36113.5	-980.607	3.29193	0.19846	0.232998	
163100	-36102	-980.126	3.29193	0.19846	0.232998	
163200	-36088.5	-979.805	3.29193	0.19846	0.232998	
163300	-36072.2	-979.351	3.29193	0.198335	0.233122	
163400	-36070.4	-982.275	3.29193	0.197093	0.234364	
163500	-36057.9	-981.19	3.29193	0.200142	0.236729	
163600	-36023	-979.571	3.29794	0.200142	0.236729	
163700	-36044.8	-980.075	3.29794	0.200142	0.236729	
163800	-36072.8	-980.489	3.27226	0.200142	0.236729	
163900	-36065.2	-980.541	3.29425	0.200142	0.236729	
164000	-36055.3	-980.206	3.29425	0.200142	0.236729	
164100	-36058.7	-979.742	3.26467	0.200142	0.236729	
164200	-36059.6	-979.742	3.26467	0.200142	0.236729	
164300	-36037.1	-978.613	3.2693	0.200142	0.236729	
164400	-36040.1	-978.403	3.23154	0.200142	0.236729	
164500	-36041.4	-984.219	3.23853	0.200675	0.241387	
164600	-36050.9	-982.581	3.12715	0.196622	0.23651	
164700	-36048.1	-983.487	3.2177	0.196622	0.23651	
164800	-36057.1	-985.27	3.3221	0.196622	0.23651	
164900	-36057.4	-984.948	3.22214	0.196401	0.23673	
165000	-36077.7	-986.692	3.3405	0.196401	0.23673	
165100	-36098.7	-988.333	3.37379	0.196401	0.23673	
165200	-36097.5	-984.333	3.40049	0.197362	0.235769	
165300	-36107.7	-982.147	3.14634	0.197362	0.235769	
165400	-36112	-983.025	3.19857	0.197362	0.235769	
165500	-36124	-984.404	3.31874	0.197362	0.235769	
165600	-36124.6	-983.293	3.22538	0.197362	0.235769	
165700	-36125.7	-983.293	3.22538	0.197362	0.235769	
165800	-36116.5	-982.241	3.15576	0.197362	0.235769	
165900	-36116.8	-983.141	3.24577	0.197362	0.235769	
166000	-36106	-984.004	3.36762	0.197362	0.235769	
166100	-36094.8	-982.514	3.25416	0.197362	0.235769	
166200	-36100.4	-980.012	3.25416	0.198394	0.234737	
166300	-36086.6	-978.004	3.10377	0.198394	0.234737	
166400	-36073.4	-980.021	3.32232	0.198394	0.234737	
166500	-36073.1	-978.88	3.25865	0.198394	0.234737	
166600	-36063.8	-979.526	3.20381	0.204636	0.242122	
166700	-36088.2	-980.697	3.25365	0.204636	0.242122	
166800	-36111.9	-979.298	3.04652	0.204636	0.242122	
166900	-36109.4	-980.952	3.22868	0.204636	0.242122	
167000	-36115.5	-980.539	3.18741	0.204636	0.242122	
167100	-36119.3	-980.371	3.18741	0.204636	0.242122	
167200	-36100.9	-979.701	3.16341	0.205749	0.243439	
167300	-36109.1	-980.107	3.17037	0.205749	0.243439	
167400	-36118.1	-979.753	3.11815	0.205749	0.243439	
167500	-36118.2	-978.423	3.01881	0.205749	0.243439	
167600	-36112	-980.991	3.28724	0.205804	0.243384	
167700	-36123.5	-979.073	3.06193	0.205804	0.243384	
167800	-36132.5	-979.409	3.06193	0.205804	0.243384	
167900	-36130.7	-981.355	3.2733	0.205804	0.243384	
168000	-36146.6	-981.732	3.21039	0.205804	0.243384	
168100	-36154.3	-982.446	3.2705	0.204785	0.242179	
168200	-36140.7	-982.278	3.2705	0.204785	0.242179	
168300	-36144.9	-981.965	3.18889	0.204785	0.242179	
168400	-36154.5	-983.16	3.22452	0.204785	0.242179	
168500	-36122.6	-981.907	3.19979	0.204785	0.242179	
168600	-36128.9	-982.226	3.19817	0.204785	0.242179	
168700	-36145.6	-983.827	3.29121	0.204785	0.242179	
168800	-36147	-983.659	3.2912	0.204785	0.242179	
168900	-36147.7	-986.241	3.16203	0.203486	0.243478	
169000	-36146.8	-985.187	3.07456	0.203486	0.243478	
169100	-36142.2	-987.623	3.08386	0.214154	0.256242	
169200	-36135.3	-986.247	3.01756	0.211724	0.253334	
169300	-36121.8	-986.432	3.21952	0.204188	0.244318	
169400	-36119.3	-984.607	3.21952	0.198331	0.23731	
169500	-36125.4	-984.887	3.21166	0.198331	0.23731	
169600	-36132.5	-984.485	3.13562	0.198331	0.23731	
169700	-36145.2	-982.366	3.13562	0.20236	0.239966	
169800	-36145.1	-982.777	3.17669	0.20236	0.239966	
169900	-36148.3	-982.607	3.17669	0.20236	0.239966	
170000	-36149.9	-982.436	3.17669	0.20236	0.239966	
170100	-36148.2	-982.436	3.17669	0.20236	0.239966	
170200	-36172.2	-983.053	3.1532	0.20236	0.239966	
170300	-36138.4	-982.707	3.24824	0.200327	0.237555	
170400	-36124.8	-981.795	3.20819	0.200327	0.237555	
170500	-36135.8	-982.136	3.20819	0.200327	0.237555	
170600	-36152.1	-982.225	3.16589	0.200327	0.237555	
170700	-36138	-981.372	3.16589	0.200327	0.237555	
170800	-36135.5	-984.999	3.22353	0.199211	0.238671	
170900	-36133.9	-985.768	3.26428	0.199211	0.238671	
171000	-36124	-987.915	3.26428	0.208052	0.24971	
171100	-36150.7	-988.827	3.26428	0.208052	0.24971	
171200	-36157.7	-988.701	3.30639	0.208052	0.24971	
171300	-36152.8	-986.005	3.07328	0.208052	0.24971	
171400	-36161	-987.685	3.24135	0.208052	0.24971	
171500	-36171.5	-986.427	3.04254	0.208052	0.24971	
171600	-36184.3	-986.905	3.05381	0.208052	0.24971	
171700	-36192.1	-987.999	3.12673	0.208052	0.24971	
171800	-36176.5	-987.087	3.12673	0.208052	0.24971	
171900	-36167.3	-986.722	3.12673	0.208052	0.24971	
172000	-36178.4	-987.087	3.12673	0.208052	0.24971	
172100	-36157.1	-988.548	3.34584	0.208052	0.24971	
172200	-36150.6	-986.479	3.17547	0.208052	0.24971	
172300	-36150.7	-986.296	3.17547	0.208052	0.24971	
172400	-36137.2	-985.931	3.17547	0.208052	0.24971	
172500	-36125.5	-985.715	3.15386	0.208052	0.24971	
172600	-36115.9	-985.35	3.15386	0.208052	0.24971	
172700	-36106.2	-984.985	3.15386	0.208052	0.24971	
172800	-36131.9	-985.715	3.15386	0.208052	0.24971	
172900	-36129.5	-985.265	3.12704	0.208052	0.24971	
173000	-36120.1	-985.564	3.12704	0.211071	0.253334	
173100	-36113.7	-985.982	3.16883	0.211071	0.253334	
173200	-36114.7	-986.201	3.20904	0.211071	0.253334	
173300	-36105.1	-985.794	3.24126	0.211071	0.253334	
173400	-36094.1	-983.991	3.13398	0.211071	0.253334	
173500	-36119.4	-978.591	3.08488	0.213285	0.251119	
173600	-36121.9	-979.162	3.15829	0.213285	0.251119	
173700	-36144.9	-979.469	3.20535	0.213285	0.251119	
173800	-36140.7	-979.469	3.20535	0.213285	0.251119	
173900	-36154.5	-979.113	3.10437	0.213285	0.251119	
174000	-36156.7	-980.053	3.18208	0.213285	0.251119	
174100	-36169.3	-980.216	3.18208	0.213285	0.251119	
174200	-36168.8	-980.487	3.1928	0.213285	0.251119	
174300	-36180.8	-981.852	3.1928	0.21264	0.251765	
174400	-36168.3	-980.876	3.20553	0.212766	0.251638	
174500	-36168.4	-980.375	2.99476	0.211998	0.252407	
174600	-36162.2	-980.555	3.2348	0.20266	0.241289	
174700	-36153.5	-980.543	3.25102	0.20266	0.241289	
174800	-36143.4	-979.564	3.25102	0.20058	0.238813	
174900	-36139.8	-979.564	3.25102	0.20058	0.238813	
175000	-36139.7	-977.71	3.25541	0.201385	0.238008	
175100	-36130.1	-976.32	3.12128	0.202695	0.239556	
175200	-36123.9	-976.356	3.17506	0.202695	0.239556	
175300	-36147.4	-978.609	3.30008	0.202695	0.239556	
175400	-36160.9	-978.943	3.30008	0.202695	0.239556	
175500	-36158.5	-978.598	3.26559	0.202695	0.239556	
175600	-36160.7	-978.765	3.26559	0.202695	0.239556	
175700	-36159.8	-979.491	3.35481	0.202695	0.239556	
175800	-36156.1	-980.159	3.35481	0.202695	0.239556	
175900	-36146.6	-979.357	3.2412	0.202695	0.239556	
