Gen	lnL	lnP	TL	Insertion	Deletion	R[0-0]	R[0-1]	R[0-2]	R[0-3]	R[0-4]	R[1-1]	R[1-2]	R[1-3]	R[1-4]	R[2-2]	R[2-3]	R[2-4]	R[3-3]	R[3-4]	R[4-4]	F[0]	F[1]	F[2]	F[3]	F[4]	F[5]	F[6]	F[7]	F[8]	F[9]	F[10]	F[11]	F[12]	F[13]	F[14]	F[15]	F[16]	F[17]	F[18]	F[19]	F[20]	F[21]	F[22]	F[23]	F[24]	F[25]	F[26]	F[27]	F[28]	F[29]	F[30]	F[31]	F[32]	F[33]	F[34]	F[35]	F[36]	F[37]	F[38]	F[39]	F[40]	F[41]	F[42]	F[43]	F[44]	F[45]	F[46]	F[47]	F[48]	F[49]	F[50]	F[51]	F[52]	F[53]	F[54]	F[55]	F[56]	F[57]	F[58]	F[59]	F[60]	F[61]	F[62]	F[63]	F[64]	F[65]	F[66]	F[67]	F[68]	F[69]	F[70]	F[71]	F[72]	F[73]	F[74]	F[75]	F[76]	F[77]	F[78]	F[79]	F[80]	F[81]	F[82]	
5500	-4092.047251	283.089548	4.451241	0.140616	0.175882	0.348884	0.034488	0.015947	0.009889	0.001046	0.233011	0.002499	0.028972	0.003869	0.093087	0.002137	0.001358	0.053579	0.076959	0.094278	0.063102	0.004477	0.004674	0.013509	0.017893	0.016727	0.049397	0.030818	0.002173	0.021278	0.001191	0.003211	0.007486	0.039172	0.016651	0.001173	0.010207	0.002042	0.010921	0.017357	0.046516	0.030610	0.007363	0.012730	0.011376	0.006982	0.017269	0.009901	0.004582	0.010534	0.000101	0.001412	0.002933	0.020386	0.009944	0.025806	0.006505	0.012860	0.004551	0.010420	0.038747	0.000814	0.006226	0.004212	0.003823	0.011986	0.028297	0.005936	0.008311	0.005431	0.007534	0.006995	0.031720	0.003001	0.040412	0.012775	0.012421	0.000132	0.000867	0.014947	0.011898	0.001521	0.009007	0.008442	0.008809	0.003730	0.000096	0.001620	0.004506	0.002423	0.011119	0.001935	0.000479	0.002145	0.002744	0.004839	0.004199	0.003170	0.001766	0.027461	0.016153	0.004727	0.036388	
5600	-4088.172963	284.411852	4.111247	0.140616	0.175882	0.359873	0.040278	0.029470	0.006185	0.000657	0.209777	0.000799	0.018176	0.004931	0.095352	0.007600	0.001996	0.042739	0.096723	0.085444	0.063527	0.004507	0.004706	0.013600	0.018013	0.016839	0.049729	0.031025	0.002187	0.021422	0.001199	0.003232	0.007537	0.039436	0.016763	0.001180	0.006303	0.002055	0.010995	0.017474	0.046830	0.030816	0.007412	0.012815	0.011453	0.007029	0.017385	0.009968	0.004613	0.010604	0.000102	0.001422	0.002953	0.020523	0.010010	0.025980	0.006549	0.012946	0.004581	0.010894	0.039008	0.000819	0.006268	0.004240	0.003848	0.012067	0.028488	0.005976	0.005203	0.005467	0.007585	0.007042	0.031934	0.003021	0.040684	0.012861	0.012504	0.000133	0.000873	0.015047	0.011978	0.001532	0.009068	0.008499	0.008869	0.003755	0.000096	0.001631	0.004536	0.002439	0.011193	0.001948	0.000483	0.002159	0.002762	0.004871	0.004227	0.003192	0.001778	0.027646	0.016262	0.004759	0.036633	
5700	-4096.691838	285.665616	3.812065	0.140616	0.175882	0.359873	0.040278	0.029470	0.006185	0.000657	0.209777	0.000799	0.018176	0.004931	0.095352	0.007600	0.001996	0.042739	0.096723	0.085444	0.064146	0.004551	0.004751	0.013733	0.018189	0.017003	0.050214	0.031328	0.002209	0.021631	0.001211	0.003264	0.007610	0.039820	0.016926	0.001192	0.006364	0.002075	0.011102	0.015209	0.047286	0.031117	0.007485	0.012940	0.011564	0.007097	0.017555	0.010065	0.004658	0.010708	0.000103	0.001435	0.002981	0.020723	0.010108	0.026233	0.006613	0.013073	0.004626	0.006836	0.039388	0.000827	0.006329	0.004281	0.003886	0.012184	0.028766	0.006034	0.005254	0.005520	0.007659	0.007111	0.032245	0.003050	0.041081	0.012987	0.012626	0.000135	0.000882	0.015194	0.012095	0.001547	0.009156	0.008582	0.008955	0.003791	0.000097	0.001646	0.004581	0.002463	0.008153	0.001967	0.000487	0.002180	0.002789	0.004919	0.004268	0.003223	0.001796	0.027915	0.016421	0.004805	0.036990	
5800	-4110.518266	285.410021	3.871300	0.140616	0.175882	0.340050	0.030702	0.026126	0.015364	0.000217	0.198021	0.000792	0.013809	0.002230	0.129620	0.003554	0.002542	0.044176	0.090557	0.102241	0.063512	0.004506	0.004704	0.013597	0.018009	0.016835	0.049718	0.031018	0.002187	0.021417	0.001199	0.003232	0.007535	0.039427	0.016759	0.001180	0.006301	0.002055	0.010992	0.015059	0.046819	0.030809	0.007411	0.012813	0.011450	0.007027	0.017381	0.009965	0.004611	0.010602	0.000100	0.001421	0.002952	0.020518	0.010008	0.025974	0.006547	0.022828	0.004580	0.006768	0.038999	0.000819	0.006266	0.004239	0.003848	0.012064	0.028481	0.005975	0.005202	0.005466	0.007583	0.007041	0.031926	0.003020	0.040675	0.012858	0.012502	0.000133	0.000873	0.015044	0.011975	0.001531	0.009066	0.008497	0.008866	0.003754	0.000096	0.001630	0.004535	0.002438	0.008073	0.001947	0.000482	0.002159	0.002762	0.004870	0.004226	0.003191	0.001778	0.027639	0.016258	0.004758	0.036625	
5900	-4120.238951	284.989493	3.871300	0.142484	0.178219	0.321294	0.031596	0.018730	0.020898	0.000501	0.199079	0.001096	0.014515	0.004220	0.133724	0.001761	0.001197	0.053446	0.085320	0.112623	0.064313	0.004562	0.004764	0.013768	0.018236	0.012037	0.050345	0.031410	0.002215	0.021687	0.001214	0.003272	0.007630	0.039924	0.016971	0.001195	0.006381	0.002081	0.011131	0.015249	0.047409	0.031198	0.013443	0.012974	0.011594	0.007116	0.017601	0.010091	0.004670	0.010736	0.000101	0.001439	0.002989	0.020777	0.010134	0.026302	0.006630	0.023116	0.004638	0.006853	0.039491	0.000830	0.006345	0.004292	0.003896	0.012216	0.015176	0.006050	0.005267	0.005535	0.007679	0.007129	0.032329	0.003058	0.041188	0.013021	0.012659	0.000135	0.000884	0.015234	0.012126	0.001551	0.009180	0.008604	0.008978	0.003801	0.000098	0.001651	0.004593	0.002469	0.008175	0.001972	0.000488	0.002186	0.002796	0.004932	0.004279	0.003231	0.001800	0.027988	0.016464	0.004818	0.037207	
6000	-4110.174282	284.428987	4.004325	0.142484	0.178219	0.296820	0.043104	0.016756	0.028221	0.000450	0.215894	0.003797	0.020531	0.004521	0.125542	0.003245	0.001211	0.057526	0.087638	0.094742	0.061624	0.004569	0.004771	0.013789	0.018263	0.012055	0.050420	0.031456	0.002218	0.021719	0.001216	0.003277	0.007642	0.039984	0.016996	0.001197	0.006390	0.002084	0.011148	0.015272	0.047480	0.031245	0.013463	0.012993	0.011612	0.007127	0.017627	0.010106	0.004677	0.010752	0.000101	0.001441	0.002994	0.020808	0.010150	0.026341	0.006640	0.023151	0.004645	0.006864	0.039549	0.000831	0.006355	0.004299	0.003902	0.012234	0.015199	0.004426	0.005275	0.005543	0.007690	0.007140	0.032377	0.003063	0.041249	0.013040	0.012678	0.000135	0.000885	0.015256	0.012144	0.001553	0.009194	0.008617	0.008992	0.003807	0.000098	0.001653	0.004599	0.002473	0.008187	0.001975	0.000489	0.002189	0.002801	0.004939	0.007214	0.003236	0.001803	0.028030	0.016488	0.004825	0.037263	
6100	-4110.792538	284.428987	4.004325	0.138723	0.181981	0.288620	0.030803	0.014369	0.035841	0.000089	0.189664	0.004371	0.016201	0.002197	0.128539	0.003970	0.002637	0.072662	0.095981	0.114058	0.061445	0.004556	0.004757	0.013749	0.018210	0.012020	0.050274	0.031365	0.002211	0.021656	0.001213	0.003268	0.007619	0.039867	0.016946	0.001193	0.006372	0.002078	0.011115	0.015227	0.047342	0.031154	0.013424	0.012956	0.011578	0.007106	0.017576	0.010077	0.004663	0.010721	0.000101	0.001437	0.002985	0.020748	0.010120	0.026264	0.006621	0.022605	0.004632	0.006844	0.039434	0.000828	0.006336	0.004286	0.003890	0.012199	0.015155	0.004414	0.005260	0.005527	0.007668	0.007119	0.032283	0.003054	0.041130	0.013002	0.012641	0.000135	0.000883	0.015212	0.012109	0.001548	0.009167	0.008592	0.008966	0.003796	0.000100	0.001648	0.004586	0.002466	0.008163	0.001969	0.003871	0.002183	0.002793	0.004925	0.007193	0.003226	0.001798	0.027948	0.016440	0.004811	0.037154	
6200	-4104.085074	284.370153	4.018541	0.138723	0.181981	0.290008	0.033528	0.023009	0.032753	0.000094	0.185605	0.003992	0.013937	0.001230	0.137575	0.009983	0.000713	0.070510	0.092757	0.104305	0.061731	0.004577	0.004779	0.013813	0.018295	0.012076	0.050508	0.031511	0.002222	0.014967	0.001218	0.003283	0.007655	0.040053	0.017025	0.001199	0.006401	0.002088	0.011167	0.015298	0.047562	0.031299	0.013486	0.013016	0.011632	0.007139	0.017658	0.010124	0.004685	0.010770	0.000102	0.001444	0.002999	0.020844	0.010167	0.026386	0.006651	0.024846	0.004653	0.006876	0.039618	0.000832	0.006366	0.004306	0.003909	0.012255	0.015225	0.004434	0.005284	0.005553	0.007704	0.007152	0.032433	0.003068	0.041321	0.013063	0.012700	0.000135	0.000887	0.015283	0.012165	0.001556	0.009210	0.008632	0.009007	0.003813	0.000100	0.001656	0.004607	0.002477	0.008201	0.001978	0.003889	0.002193	0.002805	0.004948	0.007227	0.003242	0.001806	0.028078	0.016517	0.004834	0.037327	
6300	-4110.619878	284.559799	3.972890	0.138723	0.181981	0.295355	0.040131	0.018749	0.025251	0.000049	0.189665	0.002118	0.016272	0.002033	0.137826	0.005335	0.000329	0.071662	0.088820	0.106406	0.061838	0.004585	0.004787	0.013837	0.018327	0.012097	0.050596	0.031566	0.002226	0.014993	0.001220	0.003289	0.007668	0.040123	0.017055	0.001201	0.006412	0.002091	0.011186	0.015325	0.047645	0.031353	0.013510	0.013039	0.011652	0.007151	0.017688	0.010141	0.004693	0.010789	0.000102	0.001446	0.003004	0.020880	0.010185	0.026432	0.006663	0.024889	0.005564	0.006888	0.039687	0.000834	0.006377	0.004314	0.003915	0.012277	0.015252	0.004442	0.005293	0.005562	0.007717	0.004521	0.032490	0.003073	0.041393	0.013085	0.012722	0.000136	0.000888	0.015309	0.012186	0.001558	0.009226	0.008647	0.009023	0.003820	0.000100	0.001659	0.004615	0.002482	0.008215	0.001982	0.003896	0.002197	0.002810	0.004956	0.007239	0.003247	0.001809	0.028127	0.016545	0.004842	0.037392	
6400	-4102.493062	284.066724	4.092633	0.138723	0.181981	0.292997	0.031973	0.017404	0.028761	0.000079	0.184704	0.001340	0.020084	0.002347	0.150738	0.004916	0.000374	0.074222	0.078645	0.111415	0.062196	0.004612	0.004815	0.013917	0.018433	0.012167	0.050888	0.031748	0.002238	0.015080	0.001227	0.003308	0.007712	0.040355	0.017154	0.001208	0.006449	0.002103	0.011251	0.015413	0.047921	0.031535	0.003042	0.013114	0.011719	0.007193	0.017791	0.010200	0.004720	0.010852	0.000102	0.001455	0.003021	0.021001	0.010244	0.026585	0.006702	0.025033	0.005596	0.006927	0.039917	0.000838	0.006414	0.004339	0.003938	0.012348	0.015340	0.000991	0.005324	0.005595	0.007762	0.004547	0.032678	0.003091	0.041632	0.013161	0.012796	0.000136	0.000893	0.015398	0.021039	0.001567	0.009279	0.008697	0.009075	0.003842	0.000101	0.001669	0.004642	0.002496	0.008263	0.001993	0.003919	0.002210	0.002827	0.004985	0.007281	0.003266	0.001276	0.028290	0.016641	0.004870	0.037608	
6500	-4083.780478	283.855353	4.145022	0.138723	0.181981	0.292997	0.031973	0.017404	0.028761	0.000079	0.184704	0.001340	0.020084	0.002347	0.150738	0.004916	0.000374	0.074222	0.078645	0.111415	0.062322	0.004621	0.004825	0.013945	0.018470	0.005465	0.050992	0.031813	0.002243	0.015110	0.001230	0.003314	0.007728	0.040437	0.017188	0.001210	0.005861	0.002108	0.011274	0.015445	0.048018	0.031599	0.003048	0.013141	0.011743	0.007207	0.017827	0.010221	0.004730	0.010874	0.000103	0.001458	0.003028	0.021044	0.010265	0.026639	0.006715	0.025084	0.005608	0.006941	0.039998	0.000840	0.006427	0.004348	0.003946	0.012373	0.015371	0.000993	0.005335	0.005606	0.007778	0.004556	0.032744	0.003097	0.041717	0.013188	0.011323	0.000137	0.000895	0.015429	0.021082	0.001571	0.005676	0.008715	0.019511	0.003850	0.000101	0.001672	0.004652	0.002501	0.008280	0.001997	0.003926	0.002214	0.002832	0.004995	0.007296	0.003273	0.001278	0.028347	0.016675	0.004880	0.037685	
6600	-4062.040254	283.855353	4.145022	0.138723	0.181981	0.295729	0.030288	0.015029	0.029985	0.000261	0.178740	0.000192	0.018510	0.001429	0.165583	0.004833	0.000797	0.072190	0.075451	0.110983	0.063025	0.004673	0.004879	0.014102	0.018679	0.005527	0.051566	0.032171	0.002268	0.015281	0.001244	0.003352	0.007815	0.040892	0.017382	0.001224	0.005927	0.002131	0.011401	0.015619	0.048559	0.031955	0.003083	0.013289	0.011876	0.007289	0.018028	0.010336	0.004783	0.010996	0.000104	0.001474	0.003062	0.021281	0.010380	0.026940	0.006791	0.025366	0.005671	0.007020	0.040448	0.000850	0.006499	0.004397	0.003991	0.012512	0.015544	0.001004	0.005395	0.005669	0.007865	0.004607	0.033113	0.003132	0.042187	0.013337	0.011450	0.000138	0.000905	0.015603	0.021319	0.001588	0.005740	0.008813	0.019730	0.003893	0.000102	0.001691	0.004704	0.002529	0.000772	0.002020	0.003971	0.002239	0.002864	0.001382	0.007378	0.003309	0.001293	0.028667	0.016863	0.004935	0.038110	
6700	-4056.328100	284.664952	3.947795	0.138723	0.181981	0.295729	0.030288	0.015029	0.029985	0.000261	0.178740	0.000192	0.018510	0.001429	0.165583	0.004833	0.000797	0.072190	0.075451	0.110983	0.061941	0.004593	0.004795	0.013860	0.018357	0.005432	0.050680	0.031618	0.002229	0.015018	0.001222	0.003294	0.007681	0.040189	0.017083	0.001203	0.005825	0.002095	0.011205	0.015350	0.047724	0.031405	0.003030	0.013060	0.011671	0.007163	0.017718	0.010158	0.004701	0.010807	0.000102	0.001449	0.003009	0.020915	0.010202	0.026476	0.006674	0.024930	0.005573	0.006899	0.039753	0.000835	0.006387	0.004321	0.003922	0.012297	0.015277	0.000987	0.008961	0.005572	0.018140	0.004528	0.032544	0.003078	0.041462	0.013107	0.011253	0.000136	0.000890	0.015335	0.020953	0.001561	0.005641	0.008661	0.019391	0.003826	0.000099	0.001662	0.004623	0.002486	0.000758	0.001985	0.003902	0.002201	0.002815	0.001358	0.010378	0.003253	0.001271	0.028174	0.016573	0.004850	0.037454	
6800	-4056.049003	284.450563	3.999124	0.138723	0.181981	0.291321	0.025132	0.013269	0.025793	0.000521	0.197769	0.000714	0.014590	0.002459	0.170006	0.003470	0.002462	0.074301	0.067466	0.110727	0.060982	0.004522	0.004721	0.013645	0.018073	0.005348	0.049895	0.031129	0.002195	0.014785	0.001203	0.003243	0.007562	0.047883	0.016819	0.001184	0.005735	0.002062	0.011031	0.015113	0.046985	0.030919	0.002983	0.012858	0.011491	0.007052	0.017443	0.010001	0.004628	0.010640	0.000100	0.001426	0.002962	0.020591	0.010044	0.026066	0.006571	0.024544	0.011766	0.006792	0.039137	0.000822	0.006289	0.004254	0.003861	0.012107	0.015040	0.000972	0.008822	0.005485	0.017859	0.004458	0.032040	0.003031	0.040820	0.012904	0.011079	0.000134	0.000876	0.015097	0.020628	0.001537	0.003505	0.008527	0.022030	0.003767	0.000097	0.001636	0.004552	0.002447	0.000747	0.001954	0.003842	0.002167	0.002771	0.001337	0.010218	0.003202	0.001251	0.027738	0.016316	0.004775	0.036874	
6900	-4054.494326	283.811069	4.156079	0.138723	0.181981	0.277813	0.021456	0.012453	0.035786	0.000082	0.203953	0.000899	0.015879	0.003198	0.178596	0.003943	0.003001	0.067496	0.060327	0.115118	0.061530	0.004562	0.004764	0.013768	0.018271	0.005396	0.050343	0.031409	0.002214	0.014918	0.001214	0.003272	0.007630	0.048314	0.016970	0.001195	0.005786	0.002081	0.012427	0.015248	0.047408	0.031197	0.003010	0.012974	0.011594	0.007116	0.017600	0.010091	0.004670	0.010735	0.000100	0.001439	0.002989	0.020776	0.010134	0.026301	0.006630	0.011293	0.011871	0.006853	0.039489	0.000829	0.006345	0.004292	0.003896	0.012216	0.015176	0.000980	0.008902	0.005535	0.018020	0.004498	0.032328	0.003058	0.041187	0.013020	0.011179	0.000135	0.000884	0.015233	0.020814	0.001551	0.003537	0.008604	0.022228	0.003801	0.000098	0.001651	0.009425	0.002469	0.000753	0.001972	0.002195	0.002186	0.002796	0.001349	0.010310	0.003231	0.001262	0.027987	0.016463	0.004818	0.037206	
7000	-4011.399253	283.621960	4.203619	0.138723	0.181981	0.275557	0.022693	0.009319	0.031849	0.000026	0.211282	0.000900	0.015674	0.004248	0.180133	0.006745	0.002891	0.059340	0.065366	0.113977	0.060604	0.004494	0.004692	0.013561	0.017996	0.005314	0.049586	0.030936	0.002181	0.014694	0.001196	0.003223	0.007515	0.047587	0.016715	0.006832	0.005699	0.003639	0.012240	0.015019	0.046694	0.030728	0.002964	0.012778	0.011420	0.007009	0.017335	0.009939	0.004599	0.010574	0.000099	0.001417	0.002944	0.020464	0.009982	0.025905	0.006530	0.011123	0.011693	0.006750	0.038895	0.000817	0.006142	0.012137	0.003837	0.012032	0.014947	0.000966	0.008768	0.005451	0.017749	0.004431	0.031841	0.003012	0.040567	0.012824	0.011011	0.000133	0.000871	0.015004	0.020501	0.001527	0.003484	0.008474	0.021893	0.003744	0.000097	0.001626	0.009283	0.002432	0.000742	0.001942	0.002162	0.002153	0.002754	0.001329	0.010154	0.003182	0.001243	0.027566	0.016215	0.004745	0.036646	
7100	-4002.412968	284.618666	3.958822	0.144038	0.176665	0.272088	0.020056	0.008369	0.031415	0.000259	0.233868	0.000652	0.012797	0.005462	0.167875	0.005506	0.001992	0.065030	0.067811	0.106820	0.060067	0.004454	0.004650	0.013441	0.017837	0.005267	0.049146	0.030662	0.002753	0.014564	0.001330	0.003194	0.007448	0.047165	0.016566	0.006771	0.005649	0.003607	0.012131	0.020816	0.046280	0.030455	0.002938	0.012665	0.011318	0.006947	0.017182	0.009851	0.004558	0.006358	0.000098	0.001405	0.002918	0.020282	0.009893	0.025675	0.006472	0.011024	0.011589	0.006690	0.038550	0.000810	0.006087	0.012029	0.003803	0.011925	0.014815	0.000957	0.008690	0.005403	0.017591	0.004391	0.031559	0.007944	0.040207	0.012711	0.008988	0.000132	0.000863	0.014871	0.023607	0.001514	0.003453	0.008399	0.021699	0.003711	0.000096	0.001611	0.009201	0.002410	0.000735	0.001925	0.002143	0.002134	0.002730	0.001317	0.010064	0.003154	0.001232	0.027322	0.016072	0.004703	0.036321	
7200	-3999.517189	284.393294	4.012943	0.144038	0.176665	0.274165	0.027785	0.006401	0.033897	0.000225	0.223179	0.000264	0.015886	0.005947	0.156300	0.009630	0.003597	0.054958	0.071004	0.116760	0.058924	0.004369	0.004562	0.013185	0.017497	0.005167	0.048211	0.030078	0.002701	0.014287	0.001304	0.003134	0.022092	0.046268	0.016251	0.006642	0.005541	0.003538	0.011901	0.020420	0.045400	0.029876	0.002882	0.012424	0.011103	0.006814	0.016855	0.009663	0.004472	0.006237	0.000096	0.005089	0.002862	0.019896	0.009705	0.025187	0.006349	0.010815	0.011369	0.006563	0.037817	0.000794	0.005972	0.011800	0.003731	0.011698	0.014533	0.000939	0.008525	0.005300	0.017257	0.004308	0.030959	0.007793	0.039442	0.012469	0.008817	0.000129	0.000846	0.014588	0.023158	0.001485	0.003916	0.008239	0.021286	0.003640	0.000094	0.001581	0.009026	0.002365	0.000721	0.001888	0.002102	0.002093	0.002678	0.001292	0.009873	0.003094	0.001209	0.026802	0.015766	0.004614	0.035630	
7300	-3996.531544	284.128076	4.077546	0.144038	0.176665	0.280497	0.026078	0.004637	0.030546	0.000203	0.221167	0.000711	0.017517	0.003789	0.156062	0.011946	0.002506	0.051263	0.072122	0.120956	0.058979	0.004373	0.004566	0.013197	0.017514	0.005172	0.048256	0.030106	0.002704	0.014300	0.001306	0.003137	0.022112	0.046310	0.016266	0.006648	0.005546	0.003541	0.011912	0.020439	0.045442	0.029903	0.002885	0.012436	0.011113	0.006821	0.016870	0.009672	0.004476	0.006243	0.000096	0.005094	0.002865	0.019915	0.009714	0.025210	0.006355	0.010825	0.008174	0.006569	0.037852	0.000795	0.005977	0.011811	0.003734	0.011709	0.014546	0.008026	0.008533	0.005305	0.017273	0.004312	0.030987	0.007801	0.039479	0.012480	0.008825	0.000129	0.000847	0.014601	0.021140	0.001486	0.004898	0.008247	0.021306	0.003643	0.000094	0.001582	0.009034	0.002367	0.000722	0.001890	0.002104	0.001888	0.002680	0.001293	0.009882	0.003097	0.001210	0.026827	0.012243	0.004618	0.035663	
7400	-3985.275759	284.128076	4.077546	0.140011	0.180692	0.280497	0.026078	0.004637	0.030546	0.000203	0.221167	0.000711	0.017517	0.003789	0.156062	0.011946	0.002506	0.051263	0.072122	0.120956	0.060396	0.004478	0.004676	0.013514	0.017934	0.005296	0.049416	0.030830	0.002769	0.014643	0.001337	0.003212	0.021635	0.047423	0.018811	0.006808	0.005680	0.003627	0.012198	0.020930	0.046534	0.030622	0.002954	0.012735	0.011380	0.006985	0.017276	0.009905	0.004583	0.006393	0.000099	0.004801	0.002934	0.020393	0.009947	0.025816	0.006508	0.011085	0.008370	0.006727	0.038761	0.000814	0.006121	0.012095	0.003824	0.011990	0.014896	0.008219	0.008738	0.005433	0.017688	0.004415	0.031732	0.007988	0.040428	0.012780	0.009037	0.000133	0.000868	0.005797	0.021648	0.001522	0.005016	0.008445	0.021818	0.003731	0.000101	0.001620	0.009251	0.002424	0.000739	0.001935	0.002155	0.001934	0.002745	0.001324	0.004027	0.003171	0.001239	0.027471	0.003658	0.004729	0.035881	
7500	-3992.587029	284.128076	4.077546	0.135845	0.184858	0.241019	0.031870	0.010542	0.026488	0.002585	0.214332	0.000707	0.018844	0.004767	0.144958	0.018402	0.001610	0.062051	0.086939	0.134884	0.060171	0.004462	0.004658	0.013464	0.017868	0.005276	0.049231	0.030715	0.002758	0.014589	0.001332	0.003200	0.021554	0.047246	0.018741	0.006783	0.005658	0.003613	0.012152	0.020852	0.046360	0.030508	0.002943	0.012687	0.011338	0.006959	0.017211	0.009868	0.004566	0.006369	0.000100	0.004783	0.002923	0.020317	0.009910	0.025720	0.006483	0.011043	0.008339	0.006702	0.038617	0.004543	0.006098	0.012050	0.003810	0.011946	0.014840	0.008188	0.008705	0.005412	0.017622	0.004399	0.031614	0.007958	0.040277	0.012733	0.009003	0.000132	0.000864	0.005775	0.021567	0.001516	0.004997	0.008414	0.021737	0.003717	0.000100	0.001614	0.009217	0.002415	0.000737	0.001928	0.002147	0.001927	0.002735	0.001319	0.004012	0.003160	0.001234	0.027369	0.003644	0.004711	0.035747	
